,fromid,nullid,frompos,nullpos,period
1098,10724,1098,22,0,1242
1099,10732,1099,0,0,1242
1100,10740,1100,23,0,1244
1101,10755,1101,0,0,1245
1102,10773,1102,22,0,1247
1103,10784,1103,15,0,1249
1104,10789,1104,20,0,1249
1105,10790,1105,22,0,1249
1106,10798,1106,23,0,1250
1107,10807,1107,0,0,1251
1108,10815,1108,3,0,1252
1109,10825,1109,22,0,1253
1110,10838,1110,0,0,1255
1111,10849,1111,3,0,1256
1112,10851,1112,4,0,1256
1113,10856,1113,0,0,1257
1114,10868,1114,3,0,1258
1115,10877,1115,22,0,1259
1116,10882,1116,2,0,1260
1117,10884,1117,9,0,1260
1118,10885,1118,3,0,1260
1119,10893,1119,22,0,1261
1120,10942,1120,22,0,1266
1121,10968,1121,20,0,1269
1122,10969,1122,15,0,1269
1123,10970,1123,14,0,1269
1124,10971,1124,0,0,1270
1125,10977,1125,16,0,1271
1126,10993,1126,22,0,1272
1127,11012,1127,23,0,1274
1128,11013,1128,17,0,1274
1129,11014,1129,0,0,1274
1130,11015,1130,19,0,1274
1131,11019,1131,14,0,1275
1132,11026,1132,3,0,1276
1133,11038,1133,0,0,1277
1134,11047,1134,0,0,1279
1135,11051,1135,15,0,1279
1136,11062,1136,18,0,1280
1137,11077,1137,18,0,1282
1138,11080,1138,0,0,1283
1139,11094,1139,3,0,1284
1140,11115,1140,23,0,1287
1141,11118,1141,19,0,1287
1142,11123,1142,0,0,1288
1143,11149,1143,3,0,1291
1144,11153,1144,0,0,1291
1145,11155,1145,9,0,1291
1146,11171,1146,0,0,1293
1147,11177,1147,3,0,1294
1148,11181,1148,15,0,1294
1149,11212,1149,21,0,1297
1150,11216,1150,0,0,1298
1151,11217,1151,19,0,1298
1152,11218,1152,9,0,1298
1153,11219,1153,3,0,1298
1154,11226,1154,14,0,1299
1155,11240,1155,3,0,1301
1156,11241,1156,0,0,1301
1157,11260,1157,0,0,1304
1158,11264,1158,9,0,1304
1159,11265,1159,19,0,1304
1160,11269,1160,3,0,1304
1161,11300,1161,12,0,1308
1162,11305,1162,22,0,1308
1163,11306,1163,20,0,1308
1164,11307,1164,18,0,1308
1165,11317,1165,0,0,1310
1166,11321,1166,16,0,1310
1167,11328,1167,20,0,1311
1168,11329,1168,0,0,1312
1169,11354,1169,20,0,1315
1170,11359,1170,18,0,1315
1171,11360,1171,0,0,1316
1172,11379,1172,22,0,1318
1173,11381,1173,12,0,1318
1174,11383,1174,16,0,1318
1175,11387,1175,18,0,1318
1176,11401,1176,0,0,1320
1177,11404,1177,20,0,1321
1178,11408,1178,18,0,1321
1179,11424,1179,22,0,1323
1180,11426,1180,18,0,1323
1181,11448,1181,20,0,1325
1182,11452,1182,0,0,1326
1183,11469,1183,0,0,1328
1184,11471,1184,19,0,1328
1185,11473,1185,17,0,1328
1186,11476,1186,20,0,1328
1187,11477,1187,16,0,1328
1188,11478,1188,22,0,1328
1189,11500,1189,0,0,1331
1190,11508,1190,17,0,1332
1191,11512,1191,19,0,1332
1192,11514,1192,16,0,1332
1193,11529,1193,19,0,1334
1194,11531,1194,20,0,1334
1195,11540,1195,16,0,1335
1196,11541,1196,17,0,1335
1197,11542,1197,22,0,1335
1198,11556,1198,0,0,1337
1199,11566,1199,2,0,1338
1200,11567,1200,1,0,1338
1201,11577,1201,17,0,1340
1202,11578,1202,19,0,1340
1203,11579,1203,22,0,1340
1204,11580,1204,16,0,1340
1205,11594,1205,20,0,1342
1206,11595,1206,22,0,1342
1207,11597,1207,19,0,1342
1208,11600,1208,17,0,1342
1209,11601,1209,16,0,1342
1210,11604,1210,7,0,1343
1211,11605,1211,4,0,1343
1212,11606,1212,3,0,1343
1213,11608,1213,9,0,1343
1214,11614,1214,0,0,1344
1215,11622,1215,19,0,1345
1216,11624,1216,22,0,1345
1217,11625,1217,16,0,1345
1218,11628,1218,20,0,1345
1219,11629,1219,17,0,1345
1220,11638,1220,23,0,1346
1221,11640,1221,0,0,1347
1222,11648,1222,23,0,1348
1223,11678,1223,0,0,1351
1224,11696,1224,2,0,1353
1225,11699,1225,0,0,1354
1226,11700,1226,20,0,1354
1227,11702,1227,17,0,1354
1228,11703,1228,16,0,1354
1229,11704,1229,19,0,1354
1230,11707,1230,24,0,1355
1231,11717,1231,9,0,1356
1232,11719,1232,3,0,1356
1233,11721,1233,11,0,1356
1234,11722,1234,15,0,1356
1235,11734,1235,9,0,1358
1236,11735,1236,17,0,1358
1237,11737,1237,21,0,1358
1238,11740,1238,3,0,1358
1239,11741,1239,0,0,1358
1240,11742,1240,23,0,1358
1241,11748,1241,12,0,1359
1242,11764,1242,15,0,1362
1243,11769,1243,19,0,1362
1244,11773,1244,11,0,1363
1245,11775,1245,3,0,1363
1246,11777,1246,9,0,1363
1247,11780,1247,0,0,1364
1248,11803,1248,9,0,1367
1249,11805,1249,3,0,1367
1250,11807,1250,0,0,1367
1251,11825,1251,3,0,1369
1252,11826,1252,9,0,1369
1253,11827,1253,0,0,1369
1254,11829,1254,4,0,1369
1255,11848,1255,15,0,1372
1256,11849,1256,3,0,1372
1257,11855,1257,9,0,1372
1258,11856,1258,11,0,1372
1259,11858,1259,0,0,1373
1260,11870,1260,9,0,1374
1261,11871,1261,15,0,1374
1262,11873,1262,3,0,1374
1263,11884,1263,15,0,1376
1264,11885,1264,19,0,1376
1265,11909,1265,0,0,1379
1266,11937,1266,18,0,1382
1267,11945,1267,0,0,1383
1268,11956,1268,12,0,1384
1269,11959,1269,18,0,1384
1270,11961,1270,22,0,1384
1271,11989,1271,0,0,1388
1272,11995,1272,18,0,1388
1273,11997,1273,22,0,1388
1274,12035,1274,0,0,1392
1275,12042,1275,20,0,1393
1276,12043,1276,22,0,1393
1277,12048,1277,23,0,1394
1278,12061,1278,0,0,1396
1279,12063,1279,20,0,1396
1280,12068,1280,24,0,1396
1281,12072,1281,16,0,1397
1282,12076,1282,2,0,1398
1283,12077,1283,0,0,1398
1284,12080,1284,1,0,1398
1285,12082,1285,20,0,1398
1286,12104,1286,22,0,1401
1287,12106,1287,16,0,1401
1288,12108,1288,18,0,1401
1289,12110,1289,0,0,1401
1290,12137,1290,12,0,1405
1291,12141,1291,16,0,1405
1292,12144,1292,0,0,1406
1293,12163,1293,22,0,1408
1294,12165,1294,18,0,1408
1295,12171,1295,0,0,1409
1296,12172,1296,2,0,1409
1297,12181,1297,15,0,1410
1298,12199,1298,11,0,1413
1299,12201,1299,12,0,1413
1300,12203,1300,2,0,1413
1301,12207,1301,0,0,1413
1302,12208,1302,1,0,1413
1303,12241,1303,0,0,1418
1304,12261,1304,4,0,1420
1305,12281,1305,0,0,1423
1306,12306,1306,0,0,1426
1307,12322,1307,18,0,1427
1308,12324,1308,22,0,1427
1309,12340,1309,0,0,1429
1310,12357,1310,12,0,1431
1311,12381,1311,0,0,1434
1312,12406,1312,18,0,1437
1313,12407,1313,22,0,1437
1314,12412,1314,0,0,1437
1315,12449,1315,20,0,1442
1316,12477,1316,0,0,1445
1317,12497,1317,22,0,1447
1318,12498,1318,0,0,1448
1319,12505,1319,8,0,1449
1320,12516,1320,20,0,1450
1321,12517,1321,22,0,1450
1322,12520,1322,18,0,1450
1323,12525,1323,14,0,1451
1324,12534,1324,0,0,1452
1325,12560,1325,10,0,1455
1326,12587,1326,0,0,1459
1327,12604,1327,0,0,1461
1328,12623,1328,22,0,1463
1329,12629,1329,8,0,1463
1330,12631,1330,16,0,1463
1331,12633,1331,14,0,1464
1332,12650,1332,0,0,1466
1333,12651,1333,22,0,1466
1334,12653,1334,8,0,1466
1335,12655,1335,16,0,1466
1336,12657,1336,20,0,1466
1337,12674,1337,9,0,1469
1338,12677,1338,3,0,1469
1339,12693,1339,16,0,1471
1340,12694,1340,20,0,1471
1341,12695,1341,22,0,1471
1342,12700,1342,23,0,1472
1343,12714,1343,20,0,1474
1344,12715,1344,16,0,1474
1345,12716,1345,0,0,1474
1346,12718,1346,8,0,1474
1347,12723,1347,22,0,1474
1348,12732,1348,21,0,1475
1349,12752,1349,10,0,1478
1350,12755,1350,16,0,1478
1351,12756,1351,20,0,1478
1352,12758,1352,9,0,1479
1353,12759,1353,0,0,1479
1354,12764,1354,3,0,1479
1355,12768,1355,22,0,1480
1356,12777,1356,8,0,1481
1357,12779,1357,16,0,1481
1358,12782,1358,20,0,1481
1359,12791,1359,12,0,1483
1360,12809,1360,3,0,1485
1361,12811,1361,0,0,1485
1362,12818,1362,20,0,1486
1363,12819,1363,16,0,1486
1364,12827,1364,21,0,1487
1365,12851,1365,21,0,1490
1366,12856,1366,0,0,1490
1367,12864,1367,0,0,1492
1368,12865,1368,22,0,1492
1369,12867,1369,20,0,1492
1370,12870,1370,16,0,1492
1371,12887,1371,16,0,1494
1372,12896,1372,20,0,1495
1373,12898,1373,22,0,1495
1374,12922,1374,0,0,1498
1375,12923,1375,2,0,1498
1376,12939,1376,12,0,1499
1377,12943,1377,14,0,1500
1378,12950,1378,20,0,1501
1379,12951,1379,22,0,1501
1380,12953,1380,16,0,1501
1381,12954,1381,0,0,1501
1382,12960,1382,14,0,1502
1383,12973,1383,8,0,1504
1384,12976,1384,16,0,1504
1385,12977,1385,20,0,1504
1386,12979,1386,0,0,1504
1387,12985,1387,14,0,1505
1388,12994,1388,3,0,1506
1389,13062,1389,0,0,1514
1390,13082,1390,0,0,1516
1391,13132,1391,22,0,1522
1392,13133,1392,18,0,1522
1393,13153,1393,22,0,1525
1394,13154,1394,18,0,1525
1395,13162,1395,0,0,1526
1396,13172,1396,12,0,1527
1397,13187,1397,0,0,1529
1398,13204,1398,20,0,1530
1399,13237,1399,0,0,1534
1400,13248,1400,0,0,1536
1401,13251,1401,18,0,1536
1402,13258,1402,8,0,1537
1403,13259,1403,16,0,1537
1404,13264,1404,0,0,1538
1405,13279,1405,0,0,1540
1406,13299,1406,0,0,1542
1407,13338,1407,22,0,1547
1408,13340,1408,18,0,1547
1409,13367,1409,0,0,1550
1410,13378,1410,0,0,1552
1411,13380,1411,13,0,1552
1412,13383,1412,16,0,1552
1413,13412,1413,0,0,1556
1414,13452,1414,0,0,1560
1415,13478,1415,0,0,1563
1416,13494,1416,20,0,1564
1417,13503,1417,9,0,1565
1418,13507,1418,0,0,1566
1419,13528,1419,18,0,1568
1420,13536,1420,0,0,1569
1421,13547,1421,20,0,1570
1422,13554,1422,9,0,1571
1423,13556,1423,0,0,1571
1424,13562,1424,22,0,1572
1425,13564,1425,16,0,1572
1426,13568,1426,0,0,1573
1427,13594,1427,15,0,1576
1428,13595,1428,9,0,1576
1429,13603,1429,4,0,1577
1430,13604,1430,5,0,1577
1431,13605,1431,20,0,1577
1432,13609,1432,0,0,1578
1433,13643,1433,0,0,1581
1434,13658,1434,16,0,1583
1435,13667,1435,0,0,1584
1436,13669,1436,15,0,1584
1437,13697,1437,0,0,1588
1438,13713,1438,0,0,1590
1439,13722,1439,15,0,1591
1440,13732,1440,20,0,1592
1441,13737,1441,2,0,1593
1442,13741,1442,9,0,1593
1443,13745,1443,1,0,1593
1444,13752,1444,0,0,1594
1445,13774,1445,22,0,1597
1446,13799,1446,0,0,1599
1447,13800,1447,18,0,1599
1448,13807,1448,0,0,1601
1449,13808,1449,12,0,1601
1450,13810,1450,22,0,1601
1451,13815,1451,16,0,1602
1452,13816,1452,14,0,1602
1453,13819,1453,9,0,1602
1454,13823,1454,22,0,1603
1455,13830,1455,5,0,1604
1456,13833,1456,15,0,1604
1457,13843,1457,18,0,1605
1458,13844,1458,22,0,1605
1459,13848,1459,0,0,1606
1460,13849,1460,2,0,1606
1461,13850,1461,1,0,1606
1462,13855,1462,15,0,1607
1463,13856,1463,14,0,1607
1464,13857,1464,9,0,1607
1465,13861,1465,22,0,1607
1466,13881,1466,16,0,1610
1467,13893,1467,22,0,1611
1468,13895,1468,9,0,1612
1469,13909,1469,20,0,1613
1470,13918,1470,0,0,1614
1471,13935,1471,22,0,1616
1472,13943,1472,9,0,1618
1473,13951,1473,22,0,1618
1474,13957,1474,1,0,1619
1475,13968,1475,0,0,1621
1476,13971,1476,9,0,1621
1477,13975,1477,22,0,1621
1478,13983,1478,23,0,1622
1479,14022,1479,22,0,1627
1480,14044,1480,20,0,1630
1481,14050,1481,16,0,1630
1482,14051,1482,22,0,1630
1483,14064,1483,0,0,1632
1484,14076,1484,16,0,1633
1485,14078,1485,20,0,1633
1486,14079,1486,22,0,1633
1487,14084,1487,1,0,1634
1488,14102,1488,20,0,1637
1489,14104,1489,0,0,1637
1490,14109,1490,9,0,1638
1491,14113,1491,22,0,1638
1492,14117,1492,0,0,1639
