,fromid,nullid,frompos,nullpos,period
3007,30952,3007,0,0,2662
3008,30995,3008,0,0,2666
3009,30998,3009,20,0,2666
3010,31035,3010,0,0,2669
3011,31037,3011,18,0,2669
3012,31040,3012,22,0,2669
3013,31081,3013,1,0,2673
3014,31082,3014,2,0,2673
3015,31085,3015,18,0,2673
3016,31086,3016,1,0,2673
3017,31100,3017,23,0,2675
3018,31101,3018,20,0,2675
3019,31104,3019,12,0,2675
3020,31141,3020,0,0,2678
3021,31151,3021,16,0,2679
3022,31158,3022,16,0,2679
3023,31166,3023,19,0,2680
3024,31170,3024,20,0,2680
3025,31173,3025,21,0,2680
3026,31175,3026,0,0,2680
3027,31183,3027,13,0,2681
3028,31208,3028,22,0,2683
3029,31213,3029,17,0,2684
3030,31215,3030,16,0,2684
3031,31219,3031,0,0,2684
3032,31253,3032,4,0,2687
3033,31260,3033,0,0,2687
3034,31264,3034,4,0,2687
3035,31269,3035,22,0,2687
3036,31270,3036,5,0,2687
3037,31271,3037,7,0,2687
3038,31279,3038,12,0,2689
3039,31280,3039,6,0,2689
3040,31285,3040,2,0,2689
3041,31286,3041,1,0,2689
3042,31287,3042,16,0,2689
3043,31288,3043,17,0,2689
3044,31289,3044,13,0,2689
3045,31291,3045,9,0,2689
3046,31292,3046,14,0,2689
3047,31295,3047,5,0,2690
3048,31296,3048,4,0,2690
3049,31298,3049,21,0,2690
3050,31299,3050,22,0,2690
3051,31306,3051,13,0,2692
3052,31309,3052,19,0,2692
3053,31310,3053,20,0,2692
3054,31324,3054,17,0,2694
3055,31336,3055,19,0,2694
3056,31338,3056,16,0,2694
3057,31381,3057,16,0,2698
3058,31388,3058,17,0,2698
3059,31390,3059,0,0,2699
3060,31391,3060,2,0,2699
3061,31393,3061,0,0,2699
3062,31394,3062,1,0,2699
3063,31395,3063,2,0,2699
3064,31396,3064,13,0,2699
3065,31400,3065,14,0,2699
3066,31401,3066,3,0,2699
3067,31410,3067,0,0,2701
3068,31411,3068,14,0,2701
3069,31415,3069,0,0,2701
3070,31418,3070,4,0,2701
3071,31450,3071,0,0,2704
3072,31453,3072,0,0,2704
3073,31467,3073,20,0,2706
3074,31468,3074,0,0,2706
3075,31481,3075,0,0,2706
3076,31482,3076,19,0,2706
3077,31496,3077,19,0,2708
3078,31500,3078,13,0,2708
3079,31513,3079,13,0,2710
3080,31518,3080,19,0,2710
3081,31521,3081,12,0,2710
3082,31522,3082,17,0,2710
3083,31524,3083,20,0,2710
3084,31525,3084,16,0,2710
3085,31529,3085,1,0,2711
3086,31534,3086,20,0,2712
3087,31536,3087,19,0,2712
3088,31537,3088,5,0,2712
3089,31538,3089,0,0,2712
3090,31550,3090,2,0,2714
3091,31551,3091,1,0,2714
3092,31557,3092,9,0,2715
3093,31561,3093,22,0,2715
3094,31564,3094,13,0,2715
3095,31578,3095,0,0,2717
3096,31581,3096,0,0,2717
3097,31613,3097,20,0,2720
3098,31615,3098,17,0,2720
3099,31618,3099,19,0,2720
3100,31622,3100,23,0,2720
3101,31633,3101,13,0,2721
3102,31636,3102,3,0,2721
3103,31638,3103,19,0,2722
3104,31642,3104,22,0,2722
3105,31646,3105,0,0,2723
3106,31671,3106,13,0,2725
3107,31672,3107,4,0,2725
3108,31678,3108,7,0,2725
3109,31679,3109,4,0,2725
3110,31680,3110,3,0,2725
3111,31682,3111,9,0,2725
3112,31689,3112,14,0,2726
3113,31693,3113,17,0,2726
3114,31695,3114,16,0,2726
3115,31712,3115,12,0,2728
3116,31713,3116,9,0,2728
3117,31714,3117,21,0,2728
3118,31716,3118,17,0,2728
3119,31717,3119,13,0,2728
3120,31718,3120,22,0,2728
3121,31727,3121,0,0,2730
3122,31729,3122,17,0,2730
3123,31732,3123,16,0,2730
3124,31736,3124,20,0,2730
3125,31750,3125,17,0,2732
3126,31767,3126,19,0,2734
3127,31770,3127,16,0,2734
3128,31773,3128,20,0,2734
3129,31774,3129,17,0,2734
3130,31775,3130,0,0,2734
3131,31779,3131,0,0,2734
3132,31791,3132,22,0,2736
3133,31807,3133,2,0,2737
3134,31813,3134,17,0,2737
3135,31814,3135,16,0,2737
3136,31826,3136,0,0,2739
3137,31844,3137,1,0,2740
3138,31848,3138,2,0,2740
3139,31849,3139,6,0,2740
3140,31911,3140,2,0,2745
3141,31927,3141,17,0,2746
3142,31930,3142,4,0,2746
3143,31931,3143,5,0,2746
3144,31933,3144,20,0,2746
3145,31936,3145,0,0,2747
3146,31938,3146,2,0,2747
3147,31940,3147,2,0,2747
3148,31946,3148,16,0,2748
3149,31947,3149,24,0,2749
3150,31948,3150,9,0,2749
3151,31963,3151,0,0,2750
3152,31972,3152,11,0,2751
3153,31980,3153,17,0,2751
3154,32019,3154,0,0,2755
3155,32038,3155,9,0,2757
3156,32046,3156,16,0,2757
3157,32050,3157,17,0,2757
3158,32064,3158,9,0,2759
3159,32065,3159,11,0,2759
3160,32066,3160,3,0,2759
3161,32079,3161,0,0,2760
3162,32084,3162,0,0,2760
3163,32086,3163,14,0,2760
3164,32139,3164,4,0,2765
3165,32145,3165,5,0,2765
3166,32147,3166,4,0,2765
3167,32151,3167,0,0,2765
3168,32171,3168,0,0,2767
3169,32242,3169,0,0,2772
3170,32245,3170,9,0,2773
3171,32246,3171,17,0,2773
3172,32247,3172,11,0,2773
3173,32252,3173,23,0,2773
3174,32254,3174,3,0,2773
3175,32261,3175,9,0,2775
3176,32263,3176,19,0,2775
3177,32269,3177,20,0,2775
3178,32277,3178,3,0,2775
3179,32278,3179,15,0,2775
3180,32297,3180,0,0,2777
3181,32341,3181,0,0,2780
3182,32392,3182,16,0,2784
3183,32398,3183,17,0,2784
3184,32419,3184,0,0,2786
3185,32427,3185,15,0,2786
3186,32432,3186,9,0,2787
3187,32439,3187,20,0,2787
3188,32441,3188,23,0,2787
3189,32474,3189,9,0,2790
3190,32477,3190,11,0,2790
3191,32478,3191,17,0,2790
3192,32480,3192,3,0,2790
3193,32486,3193,0,0,2791
3194,32492,3194,0,0,2791
3195,32495,3195,19,0,2792
3196,32496,3196,15,0,2792
3197,32499,3197,0,0,2793
3198,32502,3198,17,0,2793
3199,32504,3199,9,0,2793
3200,32507,3200,9,0,2793
3201,32523,3201,12,0,2795
3202,32525,3202,14,0,2795
3203,32532,3203,0,0,2796
3204,32556,3204,9,0,2798
3205,32559,3205,18,0,2798
3206,32562,3206,0,0,2798
3207,32580,3207,20,0,2800
3208,32581,3208,18,0,2800
3209,32586,3209,22,0,2800
3210,32621,3210,22,0,2804
3211,32623,3211,12,0,2804
3212,32630,3212,18,0,2804
3213,32650,3213,18,0,2806
3214,32659,3214,0,0,2807
3215,32692,3215,1,0,2810
3216,32693,3216,2,0,2810
3217,32725,3217,14,0,2813
3218,32730,3218,0,0,2813
3219,32732,3219,14,0,2813
3220,32736,3220,18,0,2813
3221,32737,3221,22,0,2813
3222,32738,3222,15,0,2813
3223,32826,3223,0,0,2820
3224,32883,3224,18,0,2824
3225,32891,3225,2,0,2824
3226,32893,3226,2,0,2824
3227,32894,3227,1,0,2824
3228,32895,3228,16,0,2824
3229,32908,3229,0,0,2826
3230,32919,3230,1,0,2827
3231,32928,3231,0,0,2828
3232,32950,3232,22,0,2830
3233,32953,3233,21,0,2830
3234,32954,3234,24,0,2830
3235,32967,3235,0,0,2832
3236,32969,3236,16,0,2832
3237,32972,3237,23,0,2832
3238,32988,3238,0,0,2834
3239,33032,3239,13,0,2837
3240,33059,3240,4,0,2840
3241,33064,3241,5,0,2840
3242,33066,3242,5,0,2840
3243,33069,3243,13,0,2841
3244,33076,3244,0,0,2841
3245,33091,3245,13,0,2843
3246,33112,3246,0,0,2845
3247,33153,3247,20,0,2848
3248,33161,3248,0,0,2849
3249,33175,3249,22,0,2851
3250,33180,3250,22,0,2851
3251,33198,3251,0,0,2852
3252,33229,3252,0,0,2855
3253,33232,3253,0,0,2855
3254,33235,3254,4,0,2855
3255,33236,3255,5,0,2855
3256,33276,3256,2,0,2859
3257,33286,3257,2,0,2859
3258,33292,3258,0,0,2860
3259,33345,3259,0,0,2863
3260,33381,3260,0,0,2867
3261,33409,3261,11,0,2869
3262,33438,3262,0,0,2871
3263,33480,3263,0,0,2875
3264,33495,3264,0,0,2877
3265,33518,3265,4,0,2879
3266,33548,3266,0,0,2882
3267,33557,3267,0,0,2882
3268,33609,3268,0,0,2886
3269,33641,3269,20,0,2889
3270,33646,3270,20,0,2889
3271,33647,3271,14,0,2889
3272,33655,3272,14,0,2889
3273,33657,3273,0,0,2890
3274,33661,3274,0,0,2890
3275,33671,3275,12,0,2891
3276,33711,3276,0,0,2895
3277,33746,3277,0,0,2897
3278,33804,3278,0,0,2901
3279,33842,3279,0,0,2905
3280,33890,3280,0,0,2908
3281,33900,3281,0,0,2908
3282,33909,3282,20,0,2909
3283,34015,3283,0,0,2917
3284,34036,3284,0,0,2919
3285,34065,3285,10,0,2921
3286,34083,3286,0,0,2922
3287,34131,3287,0,0,2926
3288,34185,3288,0,0,2931
3289,34268,3289,16,0,2937
3290,34311,3290,20,0,2940
3291,34321,3291,0,0,2940
3292,34335,3292,0,0,2942
3293,34347,3293,22,0,2942
3294,34353,3294,12,0,2943
3295,34355,3295,23,0,2943
3296,34357,3296,8,0,2943
3297,34358,3297,16,0,2943
3298,34359,3298,20,0,2943
3299,34391,3299,16,0,2946
3300,34392,3300,20,0,2946
3301,34416,3301,20,0,2948
3302,34451,3302,16,0,2949
3303,34464,3303,0,0,2950
3304,34482,3304,0,0,2952
3305,34489,3305,22,0,2952
3306,34506,3306,12,0,2953
3307,34540,3307,16,0,2956
3308,34551,3308,22,0,2957
3309,34564,3309,20,0,2958
3310,34585,3310,22,0,2960
3311,34598,3311,14,0,2961
3312,34602,3312,16,0,2961
3313,34603,3313,12,0,2961
3314,34630,3314,3,0,2963
3315,34635,3315,4,0,2963
3316,34636,3316,9,0,2963
3317,34638,3317,0,0,2963
3318,34670,3318,16,0,2966
3319,34681,3319,20,0,2966
3320,34701,3320,20,0,2968
3321,34703,3321,22,0,2968
3322,34719,3322,9,0,2969
3323,34720,3323,23,0,2969
3324,34727,3324,3,0,2969
3325,34739,3325,10,0,2970
3326,34745,3326,16,0,2971
3327,34746,3327,22,0,2971
3328,34749,3328,0,0,2972
3329,34763,3329,3,0,2973
3330,34764,3330,4,0,2973
3331,34766,3331,14,0,2973
3332,34771,3332,9,0,2973
3333,34774,3333,12,0,2973
3334,34789,3334,22,0,2975
3335,34792,3335,0,0,2975
3336,34800,3336,16,0,2976
3337,34805,3337,14,0,2976
3338,34823,3338,16,0,2978
3339,34824,3339,20,0,2978
3340,34834,3340,21,0,2978
3341,34835,3341,22,0,2978
3342,34840,3342,0,0,2979
3343,34842,3343,0,0,2979
3344,34852,3344,3,0,2980
3345,34873,3345,8,0,2981
3346,34887,3346,5,0,2983
3347,34888,3347,4,0,2983
3348,34894,3348,5,0,2983
3349,34896,3349,4,0,2983
3350,34904,3350,0,0,2985
3351,34906,3351,16,0,2985
3352,34925,3352,10,0,2987
3353,34936,3353,0,0,2988
3354,34972,3354,0,0,2992
3355,35001,3355,1,0,2994
3356,35002,3356,2,0,2994
3357,35008,3357,1,0,2994
3358,35013,3358,0,0,2995
3359,35074,3359,0,0,2999
3360,35088,3360,22,0,3001
3361,35090,3361,1,0,3001
3362,35095,3362,2,0,3001
3363,35096,3363,1,0,3001
3364,35097,3364,22,0,3001
3365,35098,3365,18,0,3001
3366,35099,3366,2,0,3001
3367,35100,3367,18,0,3001
3368,35102,3368,0,0,3002
3369,35128,3369,0,0,3005
3370,35199,3370,20,0,3011
3371,35206,3371,16,0,3011
3372,35224,3372,0,0,3013
3373,35262,3373,16,0,3017
3374,35264,3374,0,0,3017
3375,35265,3375,4,0,3018
3376,35266,3376,10,0,3018
3377,35267,3377,5,0,3018
3378,35268,3378,20,0,3018
3379,35274,3379,2,0,3019
3380,35277,3380,2,0,3019
3381,35279,3381,0,0,3020
3382,35311,3382,18,0,3023
3383,35320,3383,22,0,3023
3384,35321,3384,0,0,3024
3385,35377,3385,0,0,3028
3386,35396,3386,0,0,3030
3387,35410,3387,22,0,3031
3388,35411,3388,18,0,3031
3389,35414,3389,5,0,3031
3390,35415,3390,4,0,3031
3391,35416,3391,16,0,3031
3392,35447,3392,1,0,3034
3393,35449,3393,2,0,3034
3394,35453,3394,22,0,3035
3395,35462,3395,18,0,3035
3396,35502,3396,22,0,3039
3397,35503,3397,16,0,3039
3398,35504,3398,12,0,3039
3399,35505,3399,18,0,3039
3400,35506,3400,22,0,3039
3401,35511,3401,0,0,3040
3402,35516,3402,0,0,3040
3403,35532,3403,8,0,3042
3404,35535,3404,0,0,3043
3405,35613,3405,0,0,3050
3406,35651,3406,20,0,3053
3407,35652,3407,12,0,3053
3408,35670,3408,14,0,3055
3409,35693,3409,10,0,3057
3410,35727,3410,0,0,3059
3411,35744,3411,0,0,3061
3412,35745,3412,8,0,3061
3413,35750,3413,16,0,3061
3414,35753,3414,16,0,3061
3415,35754,3415,12,0,3061
3416,35779,3416,0,0,3064
3417,35799,3417,16,0,3066
3418,35808,3418,20,0,3067
3419,35811,3419,0,0,3068
3420,35814,3420,0,0,3068
3421,35818,3421,8,0,3069
3422,35837,3422,1,0,3071
3423,35838,3423,2,0,3071
3424,35842,3424,2,0,3071
3425,35846,3425,10,0,3071
3426,35895,3426,0,0,3076
3427,35949,3427,0,0,3080
3428,35987,3428,14,0,3083
3429,36000,3429,22,0,3085
3430,36001,3430,14,0,3085
3431,36004,3431,22,0,3085
3432,36009,3432,18,0,3085
3433,36016,3433,0,0,3086
3434,36018,3434,0,0,3086
3435,36045,3435,1,0,3089
3436,36051,3436,2,0,3089
3437,36052,3437,1,0,3089
3438,36058,3438,0,0,3090
3439,36105,3439,0,0,3093
3440,36111,3440,0,0,3093
3441,36112,3441,18,0,3094
3442,36184,3442,0,0,3100
3443,36200,3443,13,0,3101
3444,36219,3444,13,0,3103
3445,36237,3445,2,0,3105
3446,36249,3446,0,0,3106
3447,36251,3447,2,0,3107
3448,36254,3448,1,0,3107
3449,36258,3449,2,0,3107
3450,36306,3450,0,0,3111
3451,36308,3451,14,0,3111
3452,36327,3452,0,0,3113
3453,36331,3453,18,0,3113
3454,36332,3454,22,0,3113
3455,36334,3455,22,0,3113
3456,36335,3456,12,0,3113
3457,36336,3457,11,0,3113
3458,36350,3458,22,0,3115
3459,36369,3459,0,0,3117
3460,36400,3460,5,0,3119
3461,36403,3461,4,0,3119
3462,36461,3462,0,0,3123
3463,36475,3463,10,0,3125
3464,36478,3464,15,0,3125
3465,36493,3465,5,0,3127
3466,36588,3466,0,0,3134
3467,36592,3467,0,0,3134
3468,36602,3468,5,0,3135
3469,36608,3469,0,0,3136
3470,36653,3470,9,0,3140
3471,36654,3471,0,0,3140
3472,36665,3472,16,0,3141
3473,36667,3473,10,0,3141
3474,36668,3474,1,0,3141
3475,36669,3475,20,0,3141
3476,36673,3476,1,0,3141
3477,36675,3477,2,0,3141
3478,36701,3478,9,0,3144
3479,36703,3479,0,0,3144
3480,36744,3480,0,0,3148
3481,36771,3481,15,0,3150
3482,36799,3482,0,0,3152
3483,36865,3483,0,0,3157
3484,36878,3484,0,0,3157
3485,36914,3485,15,0,3160
3486,36915,3486,0,0,3160
3487,36921,3487,0,0,3160
3488,36964,3488,9,0,3163
3489,36966,3489,0,0,3163
3490,36977,3490,0,0,3165
3491,36981,3491,0,0,3165
3492,36998,3492,20,0,3166
3493,37004,3493,0,0,3167
3494,37005,3494,0,0,3167
3495,37014,3495,8,0,3168
3496,37016,3496,14,0,3168
3497,37017,3497,12,0,3168
3498,37026,3498,15,0,3168
3499,37036,3499,1,0,3170
3500,37038,3500,10,0,3170
3501,37039,3501,2,0,3170
3502,37043,3502,15,0,3170
3503,37045,3503,1,0,3170
3504,37048,3504,9,0,3171
3505,37050,3505,11,0,3171
3506,37052,3506,0,0,3171
3507,37059,3507,16,0,3173
3508,37062,3508,0,0,3173
3509,37080,3509,0,0,3175
3510,37109,3510,0,0,3177
3511,37162,3511,12,0,3182
3512,37165,3512,20,0,3182
3513,37170,3513,11,0,3182
3514,37177,3514,0,0,3183
3515,37179,3515,0,0,3183
3516,37182,3516,4,0,3183
3517,37184,3517,5,0,3183
3518,37204,3518,0,0,3186
3519,37210,3519,0,0,3186
3520,37224,3520,18,0,3187
3521,37229,3521,15,0,3188
3522,37232,3522,14,0,3188
3523,37284,3523,16,0,3193
3524,37295,3524,0,0,3193
3525,37304,3525,0,0,3195
3526,37349,3526,9,0,3199
3527,37350,3527,0,0,3199
3528,37354,3528,18,0,3199
3529,37359,3529,22,0,3199
3530,37362,3530,22,0,3199
3531,37365,3531,4,0,3200
3532,37366,3532,15,0,3200
3533,37368,3533,16,0,3200
3534,37369,3534,5,0,3200
3535,37385,3535,22,0,3202
3536,37421,3536,0,0,3206
3537,37428,3537,22,0,3206
3538,37443,3538,9,0,3207
3539,37449,3539,0,0,3208
3540,37453,3540,23,0,3208
3541,37455,3541,9,0,3209
3542,37463,3542,0,0,3210
3543,37467,3543,15,0,3210
3544,37479,3544,1,0,3211
3545,37480,3545,2,0,3211
3546,37508,3546,2,0,3214
3547,37512,3547,1,0,3214
3548,37519,3548,0,0,3214
3549,37520,3549,1,0,3214
3550,37526,3550,9,0,3215
3551,37532,3551,20,0,3215
3552,37536,3552,0,0,3216
3553,37571,3553,0,0,3218
3554,37574,3554,9,0,3219
3555,37575,3555,22,0,3219
3556,37583,3556,18,0,3219
3557,37594,3557,5,0,3220
3558,37601,3558,0,0,3221
3559,37605,3559,4,0,3222
3560,37611,3560,5,0,3222
3561,37613,3561,5,0,3222
3562,37648,3562,0,0,3225
3563,37667,3563,22,0,3227
3564,37695,3564,22,0,3229
3565,37697,3565,0,0,3229
3566,37702,3566,21,0,3230
3567,37710,3567,9,0,3231
3568,37719,3568,1,0,3232
3569,37727,3569,1,0,3232
3570,37734,3570,9,0,3233
3571,37735,3571,22,0,3233
3572,37738,3572,0,0,3233
3573,37740,3573,11,0,3233
3574,37747,3574,9,0,3235
3575,37754,3575,0,0,3235
3576,37762,3576,22,0,3236
3577,37770,3577,23,0,3236
3578,37772,3578,11,0,3237
3579,37773,3579,9,0,3237
3580,37777,3580,12,0,3237
3581,37789,3581,0,0,3238
3582,37799,3582,22,0,3239
3583,37802,3583,21,0,3239
3584,37829,3584,22,0,3241
3585,37834,3585,0,0,3242
3586,37842,3586,0,0,3242
3587,37845,3587,9,0,3243
3588,37847,3588,11,0,3243
3589,37848,3589,22,0,3243
3590,37849,3590,12,0,3243
3591,37850,3591,1,0,3243
3592,37852,3592,12,0,3243
3593,37854,3593,20,0,3243
3594,37856,3594,1,0,3243
3595,37862,3595,0,0,3244
3596,37872,3596,22,0,3245
3597,37874,3597,0,0,3246
3598,37896,3598,20,0,3248
3599,37902,3599,0,0,3248
3600,37908,3600,20,0,3248
3601,37918,3601,9,0,3249
3602,37927,3602,22,0,3250
3603,37930,3603,22,0,3250
3604,37949,3604,0,0,3252
3605,37964,3605,22,0,3253
3606,37967,3606,22,0,3253
3607,37977,3607,0,0,3254
3608,37981,3608,14,0,3255
3609,37983,3609,12,0,3255
3610,37990,3610,22,0,3255
3611,37994,3611,1,0,3256
3612,37995,3612,2,0,3256
3613,38010,3613,0,0,3258
3614,38017,3614,0,0,3258
3615,38027,3615,14,0,3259
3616,38030,3616,9,0,3259
3617,38036,3617,0,0,3260
3618,38074,3618,22,0,3263
3619,38097,3619,22,0,3265
3620,38101,3620,16,0,3265
3621,38131,3621,9,0,3267
3622,38134,3622,16,0,3267
3623,38136,3623,0,0,3268
3624,38147,3624,22,0,3269
3625,38156,3625,9,0,3269
3626,38169,3626,16,0,3270
3627,38175,3627,22,0,3271
3628,38176,3628,2,0,3271
3629,38177,3629,21,0,3271
3630,38178,3630,9,0,3271
3631,38180,3631,1,0,3271
3632,38181,3632,2,0,3271
3633,38185,3633,10,0,3272
3634,38186,3634,15,0,3272
3635,38187,3635,23,0,3272
3636,38190,3636,0,0,3272
3637,38196,3637,15,0,3274
3638,38199,3638,14,0,3274
3639,38210,3639,21,0,3275
3640,38213,3640,16,0,3275
3641,38215,3641,22,0,3275
3642,38221,3642,9,0,3276
3643,38249,3643,9,0,3279
3644,38263,3644,22,0,3280
3645,38272,3645,16,0,3281
3646,38277,3646,12,0,3281
3647,38280,3647,21,0,3282
3648,38285,3648,22,0,3282
3649,38286,3649,0,0,3282
3650,38289,3650,9,0,3283
3651,38302,3651,20,0,3284
3652,38319,3652,22,0,3285
3653,38338,3653,0,0,3287
3654,38382,3654,22,0,3291
3655,38416,3655,23,0,3293
3656,38418,3656,22,0,3293
3657,38429,3657,0,0,3294
3658,38436,3658,16,0,3295
3659,38446,3659,22,0,3295
3660,38448,3660,12,0,3295
3661,38462,3661,22,0,3297
3662,38466,3662,0,0,3297
3663,38474,3663,21,0,3298
3664,38499,3664,16,0,3300
3665,38509,3665,9,0,3301
3666,38511,3666,5,0,3301
3667,38516,3667,4,0,3301
3668,38517,3668,5,0,3301
3669,38521,3669,4,0,3301
3670,38522,3670,0,0,3301
3671,38525,3671,12,0,3302
3672,38526,3672,22,0,3302
3673,38528,3673,2,0,3303
3674,38530,3674,10,0,3303
3675,38531,3675,23,0,3303
3676,38532,3676,4,0,3303
3677,38533,3677,9,0,3303
3678,38534,3678,20,0,3303
3679,38535,3679,14,0,3303
