,nullid,toid,nullpos,topos,period
0,1705,18178,19,19,1540
0,1706,18200,0,0,1541
0,1707,18226,19,19,1543
0,1708,18261,0,0,1547
0,1709,18267,8,8,1548
0,1710,18315,9,9,1553
0,1711,18288,4,4,1551
0,1712,18285,5,5,1550
0,1713,18284,0,0,1550
0,1714,18317,0,0,1553
0,1715,18341,5,5,1556
0,1715,18343,5,5,1556
0,1716,18334,4,4,1555
0,1717,18341,5,5,1556
0,1717,18343,5,5,1556
0,1718,18334,4,4,1555
0,1719,18349,0,0,1556
0,1720,18410,0,0,1562
0,1721,18417,9,9,1562
0,1722,18404,22,22,1562
0,1722,18412,22,22,1562
0,1723,18422,18,18,1563
0,1724,18404,22,22,1562
0,1724,18412,22,22,1562
0,1725,18470,0,0,1567
0,1726,18455,1,1,1566
0,1727,18503,16,16,1570
0,1728,18485,14,14,1568
0,1729,18507,12,12,1570
0,1729,18511,12,12,1570
0,1730,18507,12,12,1570
0,1730,18511,12,12,1570
0,1731,18500,20,20,1570
0,1732,18509,0,0,1570
0,1733,18529,20,20,1572
0,1734,18533,14,14,1573
0,1734,18543,14,14,1573
0,1735,18538,16,16,1573
0,1736,18527,12,12,1572
0,1737,18527,12,12,1572
0,1738,18534,9,9,1573
0,1739,18579,0,0,1576
0,1740,18604,0,0,1579
0,1741,18652,9,9,1583
0,1742,18656,4,4,1584
0,1743,18658,20,20,1584
0,1744,18648,5,5,1583
0,1745,18654,0,0,1584
0,1746,18699,0,0,1588
0,1747,18742,0,0,1592
0,1748,18743,4,4,1592
0,1749,18746,9,9,1593
0,1750,18756,5,5,1594
0,1751,18765,0,0,1595
0,1752,18754,4,4,1594
0,1753,18760,2,2,1595
0,1754,18760,2,2,1595
0,1755,18782,0,0,1597
0,1756,18813,0,0,1600
0,1757,18835,0,0,1602
0,1758,18846,5,5,1603
0,1759,18856,4,4,1604
0,1760,18860,12,12,1604
0,1760,18865,12,12,1604
0,1761,18886,0,0,1606
0,1762,18911,20,20,1608
0,1763,18909,0,0,1608
0,1764,18906,22,22,1608
0,1765,18905,18,18,1608
0,1766,18953,0,0,1613
0,1766,18958,0,0,1613
0,1767,18940,18,18,1611
0,1768,18942,1,1,1611
0,1769,18945,22,22,1612
0,1770,18942,1,1,1611
0,1771,18963,12,12,1614
0,1772,18969,22,22,1614
0,1773,18964,16,16,1614
0,1774,18982,0,0,1616
0,1775,18973,20,20,1615
0,1776,18982,0,0,1616
0,1777,18987,12,12,1617
0,1777,18994,12,12,1617
0,1778,18988,20,20,1617
0,1778,18992,20,20,1617
0,1779,18993,5,5,1617
0,1780,18990,9,9,1617
0,1781,19008,16,16,1618
0,1782,19015,2,2,1619
0,1783,19016,9,9,1620
0,1784,19009,5,5,1619
0,1784,19011,5,5,1619
0,1785,19033,4,4,1622
0,1786,19015,2,2,1619
0,1787,19013,1,1,1619
0,1788,19020,0,0,1620
0,1789,19029,12,12,1621
0,1790,19029,12,12,1621
0,1791,19022,20,20,1620
0,1792,19042,22,22,1622
0,1793,19053,9,9,1623
0,1794,19043,5,5,1623
0,1794,19051,5,5,1623
0,1794,19059,5,5,1623
0,1795,19031,14,14,1622
0,1795,19037,14,14,1622
0,1796,19040,20,20,1622
0,1797,19079,16,16,1625
0,1798,19075,22,22,1625
0,1799,19105,22,22,1627
0,1800,19112,16,16,1627
0,1801,19134,9,9,1629
0,1802,19139,16,16,1629
0,1803,19168,0,0,1632
0,1804,19153,22,22,1631
0,1805,19156,9,9,1631
0,1806,19178,16,16,1634
0,1807,19182,22,22,1634
0,1808,19181,2,2,1634
0,1809,19184,21,21,1634
0,1810,19173,9,9,1633
0,1811,19170,1,1,1633
0,1812,19181,2,2,1634
0,1813,19323,10,10,1648
0,1814,19174,15,15,1634
0,1815,19195,23,23,1636
0,1816,19215,0,0,1638
0,1817,19200,15,15,1636
0,1818,19198,14,14,1636
0,1819,19203,21,21,1637
0,1820,19206,16,16,1637
0,1821,19208,22,22,1637
0,1822,19219,9,9,1638
0,1823,19254,9,9,1641
0,1824,19263,22,22,1642
0,1825,19288,16,16,1645
0,1826,19274,12,12,1643
0,1827,19276,21,21,1644
0,1828,19297,22,22,1645
0,1829,19289,0,0,1645
0,1830,19294,9,9,1645
0,1831,19304,20,20,1646
0,1832,19311,22,22,1647
0,1833,19407,0,0,1654
0,1834,19396,22,22,1653
0,1835,19421,23,23,1655
0,1836,19424,22,22,1655
0,1837,19444,0,0,1657
0,1838,19438,16,16,1657
0,1839,19440,22,22,1657
0,1840,19435,12,12,1657
0,1841,19493,22,22,1661
0,1842,19470,0,0,1659
0,1843,19501,21,21,1662
0,1844,19507,16,16,1663
0,1845,19511,9,9,1663
0,1846,19517,5,5,1664
0,1847,19510,4,4,1663
0,1848,19517,5,5,1664
0,1849,19510,4,4,1663
0,1850,19539,0,0,1666
0,1851,19536,12,12,1666
0,1852,19526,22,22,1665
0,1853,19525,2,2,1665
0,1854,19614,0,0,1672
0,1855,19614,0,0,1672
0,1856,19592,20,20,1670
0,1857,19592,20,20,1670
0,1858,19683,20,20,1677
0,1859,19688,0,0,1678
0,1860,19705,9,9,1679
0,1861,19695,12,12,1679
0,1862,19698,20,20,1679
0,1863,19709,0,0,1680
0,1864,19735,0,0,1682
0,1864,19739,0,0,1682
0,1865,19746,9,9,1683
0,1866,19764,0,0,1685
0,1867,19756,5,5,1684
0,1867,19759,5,5,1684
0,1868,19764,0,0,1685
0,1869,19760,4,4,1685
0,1870,19765,20,20,1685
0,1871,19792,8,8,1687
0,1872,19789,0,0,1687
0,1872,19793,0,0,1687
0,1873,19803,22,22,1688
0,1874,19795,18,18,1688
0,1875,19803,22,22,1688
0,1876,19804,0,0,1689
0,1877,19804,0,0,1689
0,1878,19814,2,2,1690
0,1879,19814,2,2,1690
0,1880,19827,0,0,1691
0,1880,19829,0,0,1691
0,1881,19836,16,16,1692
0,1882,19881,0,0,1697
0,1883,19916,0,0,1699
0,1884,19958,4,4,1704
0,1885,19932,0,0,1701
0,1886,19944,1,1,1703
0,1887,19949,16,16,1703
0,1887,19956,16,16,1703
0,1888,19966,0,0,1704
0,1889,20010,0,0,1708
0,1890,20021,23,23,1709
0,1891,20016,22,22,1709
0,1892,19994,14,14,1707
0,1892,19999,14,14,1707
0,1892,20000,14,14,1707
0,1893,20024,0,0,1710
0,1894,20050,2,2,1712
0,1895,20098,0,0,1716
0,1896,20098,0,0,1716
0,1897,20147,0,0,1720
0,1898,20183,0,0,1723
0,1899,20251,0,0,1728
0,1899,20253,0,0,1728
0,1900,20251,0,0,1728
0,1900,20253,0,0,1728
0,1901,20290,8,8,1731
0,1902,20341,12,12,1736
0,1903,20348,0,0,1736
0,1904,20316,11,11,1734
0,1905,20342,22,22,1736
0,1905,20349,22,22,1736
0,1906,20366,24,24,1738
0,1907,20389,17,17,1740
0,1908,20387,0,0,1740
0,1909,20406,24,24,1742
0,1910,20402,22,22,1741
0,1910,20403,22,22,1741
0,1911,20424,19,19,1743
0,1912,20444,9,9,1745
0,1913,20446,12,12,1745
0,1914,20447,17,17,1745
0,1915,20456,11,11,1746
0,1915,20461,11,11,1746
0,1916,20467,14,14,1747
0,1917,20465,9,9,1747
0,1918,20483,22,22,1748
0,1919,20488,24,24,1749
0,1920,20501,9,9,1750
0,1921,20492,0,0,1750
0,1922,20888,9,9,1781
0,1923,20548,0,0,1754
0,1923,20555,0,0,1754
0,1924,20580,22,22,1756
0,1924,20586,22,22,1756
0,1925,20642,0,0,1761
0,1926,20679,3,3,1765
0,1927,20644,11,11,1762
0,1928,20644,11,11,1762
0,1929,20667,0,0,1764
0,1930,20692,0,0,1766
0,1931,20738,0,0,1769
0,1932,20727,3,3,1768
0,1933,20762,3,3,1771
0,1934,20827,3,3,1776
0,1935,20866,0,0,1779
0,1935,20874,0,0,1779
0,1936,20882,3,3,1780
0,1937,20876,15,15,1780
0,1938,20884,10,10,1780
0,1939,20913,0,0,1782
0,1940,20913,0,0,1782
0,1941,20931,0,0,1784
0,1942,20923,18,18,1784
0,1943,21148,9,9,1802
0,1944,20987,10,10,1788
0,1945,20988,15,15,1788
0,1946,20988,15,15,1788
0,1947,20997,0,0,1789
0,1947,21005,0,0,1789
0,1948,21047,0,0,1793
0,1949,21047,0,0,1793
0,1950,21080,0,0,1795
0,1951,21108,0,0,1798
0,1952,21116,8,8,1800
0,1953,21117,11,11,1800
0,1954,21145,0,0,1802
0,1955,21234,9,9,1809
0,1956,21213,0,0,1807
0,1957,21238,2,2,1810
0,1958,21245,1,1,1811
0,1959,21237,10,10,1810
0,1960,21250,15,15,1811
0,1961,21263,0,0,1813
0,1962,21299,18,18,1816
0,1963,21292,0,0,1816
0,1963,21300,0,0,1816
0,1964,21310,16,16,1817
0,1964,21320,16,16,1817
0,1965,21302,9,9,1816
0,1966,31914,24,24,2745
0,1967,21334,16,16,1819
0,1968,21342,22,22,1819
0,1969,21337,3,3,1819
0,1970,21334,16,16,1819
0,1971,21335,20,20,1819
0,1972,21367,14,14,1821
0,1972,21370,14,14,1821
0,1973,21357,20,20,1821
0,1974,21380,3,3,1823
0,1975,21381,15,15,1823
0,1976,21384,20,20,1823
0,1977,21385,22,22,1824
0,1977,21389,22,22,1824
0,1978,21392,9,9,1824
0,1979,21417,14,14,1826
0,1980,21385,22,22,1824
0,1980,21389,22,22,1824
0,1981,21387,23,23,1824
0,1982,21417,14,14,1826
0,1983,21391,0,0,1824
0,1984,21405,1,1,1825
0,1985,21395,15,15,1825
0,1986,21405,1,1,1825
0,1987,21414,9,9,1826
0,1988,21425,20,20,1827
0,1989,21446,0,0,1829
0,1990,21447,1,1,1829
0,1991,21435,2,2,1828
0,1992,21444,22,22,1829
0,1992,21451,22,22,1829
0,1993,21460,3,3,1830
0,1994,21484,16,16,1833
0,1995,21483,14,14,1832
0,1996,21480,0,0,1832
0,1997,21486,20,20,1833
0,1998,21499,9,9,1834
0,1999,21495,3,3,1834
0,2000,21505,12,12,1835
0,2000,21511,12,12,1835
0,2001,21505,12,12,1835
0,2001,21511,12,12,1835
0,2002,21497,0,0,1834
0,2003,21492,14,14,1834
0,2004,21501,22,22,1835
0,2004,21509,22,22,1835
0,2005,21512,20,20,1835
0,2006,21538,9,9,1838
0,2007,21575,9,9,1842
0,2008,21567,14,14,1840
0,2009,21569,3,3,1841
0,2010,21560,0,0,1840
0,2010,21564,0,0,1840
0,2011,21560,0,0,1840
0,2011,21564,0,0,1840
0,2012,21580,4,4,1842
0,2012,21585,4,4,1842
0,2013,21576,5,5,1842
0,2014,21579,0,0,1842
0,2015,21584,20,20,1842
0,2016,21579,0,0,1842
0,2017,21607,9,9,1844
0,2018,21620,3,3,1845
0,2019,21610,20,20,1845
0,2020,21630,0,0,1846
0,2021,21659,22,22,1848
0,2022,21659,22,22,1848
0,2023,21663,14,14,1849
0,2024,21663,14,14,1849
0,2025,21662,16,16,1849
0,2026,21678,22,22,1850
0,2027,21692,0,0,1851
0,2028,21721,22,22,1854
0,2029,21749,0,0,1856
0,2030,21782,9,9,1859
0,2031,21782,9,9,1859
0,2032,21799,22,22,1860
0,2033,21802,1,1,1860
0,2034,21803,16,16,1860
0,2035,21797,21,21,1860
0,2036,21821,23,23,1862
0,2037,21825,22,22,1862
0,2038,21817,20,20,1862
0,2039,21826,2,2,1863
0,2039,21830,2,2,1863
0,2040,21848,0,0,1864
0,2041,21851,22,22,1864
0,2042,21892,16,16,1868
0,2043,21882,22,22,1868
0,2044,21881,0,0,1868
0,2045,22946,21,21,1958
0,2046,21914,0,0,1870
0,2047,21916,22,22,1871
0,2047,21921,22,22,1871
0,2048,21994,0,0,1878
0,2049,21994,0,0,1878
0,2050,23622,3,3,2014
0,2051,21967,1,1,1875
0,2051,21973,1,1,1875
0,2052,21996,16,16,1878
0,2052,21997,16,16,1878
0,2053,21996,16,16,1878
0,2053,21997,16,16,1878
0,2054,22018,2,2,1881
0,2054,22028,2,2,1881
0,2055,21999,5,5,1879
0,2055,22005,5,5,1879
0,2056,22029,12,12,1881
0,2056,22034,12,12,1881
0,2057,22031,16,16,1881
0,2057,22033,16,16,1881
0,2058,22051,4,4,1884
0,2058,22063,4,4,1884
0,2059,22051,4,4,1884
0,2059,22063,4,4,1884
0,2060,22075,0,0,1886
0,2061,22178,0,0,1894
0,2062,22186,12,12,1895
0,2062,22189,12,12,1895
0,2063,22186,12,12,1895
0,2063,22189,12,12,1895
0,2064,22220,1,1,1898
0,2065,22220,1,1,1898
0,2066,22229,2,2,1899
0,2067,22225,0,0,1898
0,2068,22234,20,20,1899
0,2069,22233,16,16,1899
0,2070,22227,5,5,1899
0,2070,22237,5,5,1899
0,2071,22317,0,0,1906
0,2071,22327,0,0,1906
0,2072,22348,0,0,1908
0,2073,22348,0,0,1908
0,2074,22358,1,1,1909
0,2075,22367,2,2,1910
0,2076,22358,1,1,1909
0,2077,22371,0,0,1910
0,2078,22392,0,0,1912
0,2079,22409,0,0,1914
0,2080,22420,12,12,1915
0,2080,22424,12,12,1915
0,2081,22440,0,0,1917
0,2082,22433,1,1,1917
0,2083,22466,2,2,1919
0,2084,22467,1,1,1919
0,2085,22481,4,4,1921
0,2085,22485,4,4,1921
0,2086,22472,5,5,1920
0,2087,22481,4,4,1921
0,2087,22485,4,4,1921
0,2088,22514,0,0,1923
0,2089,22527,13,13,1924
0,2090,22520,2,2,1924
0,2090,22529,2,2,1924
0,2091,22551,0,0,1926
0,2092,22600,14,14,1930
0,2093,22557,12,12,1927
0,2094,22561,11,11,1927
0,2095,22572,15,15,1928
0,2096,22563,13,13,1928
0,2097,22561,11,11,1927
0,2098,22573,16,16,1928
0,2099,22568,20,20,1928
0,2100,22570,22,22,1928
0,2101,22569,0,0,1928
0,2101,22571,0,0,1928
0,2102,22570,22,22,1928
0,2103,22606,13,13,1930
0,2104,22675,0,0,1935
0,2105,22693,0,0,1937
0,2106,22699,16,16,1938
0,2107,22704,13,13,1938
0,2108,22710,0,0,1939
0,2109,22751,0,0,1942
0,2110,22752,13,13,1942
0,2111,22771,9,9,1945
0,2112,22774,13,13,1945
0,2113,22793,20,20,1946
0,2114,22781,5,5,1945
0,2114,22785,5,5,1945
0,2115,22773,4,4,1945
0,2115,22780,4,4,1945
0,2116,22781,5,5,1945
0,2116,22785,5,5,1945
0,2117,22795,0,0,1946
0,2118,22815,13,13,1948
0,2119,22845,13,13,1950
0,2120,22840,0,0,1950
0,2121,22851,9,9,1951
0,2122,22905,0,0,1954
0,2123,22898,13,13,1954
0,2124,22955,0,0,1959
0,2125,22955,0,0,1959
0,2126,22974,1,1,1961
0,2126,22979,1,1,1961
0,2127,22976,23,23,1961
0,2128,22985,9,9,1962
0,2129,23011,0,0,1964
0,2130,22985,9,9,1962
0,2131,24190,15,15,2066
0,2132,23039,12,12,1966
0,2133,23053,0,0,1968
0,2133,23057,0,0,1968
0,2134,23067,9,9,1969
0,2135,23053,0,0,1968
0,2135,23057,0,0,1968
0,2136,23051,22,22,1968
0,2136,23054,22,22,1968
0,2137,23064,14,14,1969
0,2137,23076,14,14,1969
0,2138,23055,12,12,1968
0,2138,23058,12,12,1968
0,2139,23051,22,22,1968
0,2139,23054,22,22,1968
0,2140,23063,1,1,1969
0,2140,23069,1,1,1969
0,2141,23063,1,1,1969
0,2141,23069,1,1,1969
0,2142,23093,16,16,1971
0,2142,23100,16,16,1971
0,2143,23099,9,9,1971
0,2144,23103,0,0,1972
0,2145,23115,5,5,1973
0,2146,23114,4,4,1973
0,2147,23118,16,16,1973
0,2147,23123,16,16,1973
0,2148,23111,1,1,1973
0,2148,23119,1,1,1973
0,2149,23113,2,2,1973
0,2149,23117,2,2,1973
0,2150,23118,16,16,1973
0,2150,23123,16,16,1973
0,2151,23111,1,1,1973
0,2151,23119,1,1,1973
0,2152,23126,0,0,1974
0,2153,23167,9,9,1977
0,2154,23195,0,0,1978
0,2155,23219,0,0,1980
0,2156,23284,5,5,1985
0,2156,23292,5,5,1985
0,2157,23285,0,0,1985
0,2158,23283,4,4,1985
0,2158,23287,4,4,1985
0,2159,23283,4,4,1985
0,2159,23287,4,4,1985
0,2160,23373,0,0,1991
0,2161,23374,16,16,1992
0,2161,23380,16,16,1992
0,2162,23374,16,16,1992
0,2162,23380,16,16,1992
0,2163,23401,1,1,1994
0,2163,23405,1,1,1994
0,2164,23399,22,22,1994
0,2165,23401,1,1,1994
0,2165,23405,1,1,1994
0,2166,23408,2,2,1994
0,2167,23414,0,0,1995
0,2168,23445,0,0,1997
0,2169,23497,0,0,2001
0,2169,23500,0,0,2001
0,2170,23476,18,18,2000
0,2171,23480,12,12,2000
0,2172,23482,22,22,2000
0,2173,23482,22,22,2000
0,2174,23519,12,12,2004
0,2174,23523,12,12,2004
0,2175,23528,9,9,2005
0,2176,23515,14,14,2004
0,2176,23517,14,14,2004
0,2177,23515,14,14,2004
0,2177,23517,14,14,2004
0,2178,23532,0,0,2005
0,2178,23534,0,0,2005
0,2179,23521,16,16,2004
0,2180,23545,14,14,2006
0,2181,23545,14,14,2006
0,2182,23541,16,16,2006
0,2182,23544,16,16,2006
0,2183,23608,0,0,2012
0,2184,23571,14,14,2009
0,2184,23575,14,14,2009
0,2185,23578,12,12,2009
0,2186,23616,14,14,2013
0,2187,23620,12,12,2013
0,2188,23620,12,12,2013
0,2189,23643,0,0,2015
0,2189,23644,0,0,2015
0,2190,24653,22,22,2106
0,2191,24200,18,18,2067
0,2192,23664,20,20,2017
0,2193,23653,16,16,2016
0,2194,23654,12,12,2016
0,2195,23654,12,12,2016
0,2196,23673,23,23,2018
0,2197,23674,9,9,2018
0,2198,23688,0,0,2020
0,2198,23695,0,0,2020
0,2199,23682,14,14,2019
0,2199,23686,14,14,2019
0,2200,23704,20,20,2021
0,2201,23682,14,14,2019
0,2201,23686,14,14,2019
0,2202,23697,4,4,2021
0,2202,23706,4,4,2021
0,2203,23708,1,1,2021
0,2204,23700,2,2,2021
0,2205,23699,16,16,2021
0,2206,23756,0,0,2027
0,2207,23713,9,9,2022
0,2208,23756,0,0,2027
0,2209,23723,12,12,2023
0,2210,23719,16,16,2023
0,2211,23726,14,14,2023
0,2212,23773,20,20,2028
0,2213,23764,16,16,2027
0,2214,23750,23,23,2026
0,2214,23754,23,23,2026
0,2215,23750,23,23,2026
0,2215,23754,23,23,2026
0,2216,23768,9,9,2028
0,2217,23770,12,12,2028
0,2218,23785,23,23,2029
0,2218,23794,23,23,2029
0,2219,23785,23,23,2029
0,2219,23794,23,23,2029
0,2220,23809,0,0,2030
0,2221,23815,20,20,2031
0,2222,23838,9,9,2033
0,2223,23849,3,3,2034
0,2224,23836,20,20,2033
0,2225,23865,16,16,2035
0,2226,23848,21,21,2034
0,2227,23848,21,21,2034
0,2228,23874,0,0,2036
0,2229,23857,20,20,2035
0,2230,23855,14,14,2035
0,2231,23869,9,9,2036
0,2232,23867,3,3,2036
0,2233,23881,20,20,2037
0,2234,23935,16,16,2043
0,2235,23894,14,14,2038
0,2236,23905,0,0,2039
0,2237,23894,14,14,2038
0,2238,23919,20,20,2041
0,2239,23944,9,9,2044
0,2240,23909,7,7,2040
0,2241,23908,14,14,2040
0,2242,23945,2,2,2044
0,2242,23950,2,2,2044
0,2243,23945,2,2,2044
0,2243,23950,2,2,2044
0,2244,23927,0,0,2042
0,2245,23948,3,3,2044
0,2246,23978,20,20,2047
0,2247,23942,6,6,2044
0,2248,23946,12,12,2044
0,2249,23968,16,16,2046
0,2250,23954,0,0,2045
0,2251,23962,6,6,2046
0,2252,23965,2,2,2046
0,2253,23973,21,21,2047
0,2254,23965,2,2,2046
0,2255,23976,1,1,2047
0,2256,23969,7,7,2046
0,2257,23996,0,0,2048
0,2258,23972,23,23,2047
0,2259,23986,9,9,2048
0,2260,23998,16,16,2049
0,2261,24023,9,9,2051
0,2262,24031,3,3,2052
0,2263,24027,0,0,2051
0,2264,24036,2,2,2052
0,2265,24087,0,0,2056
0,2266,24161,3,3,2064
0,2267,24096,2,2,2057
0,2268,24096,2,2,2057
0,2269,24068,1,1,2055
0,2270,24070,16,16,2055
0,2271,24094,1,1,2057
0,2272,24093,23,23,2057
0,2272,24099,23,23,2057
0,2273,24097,20,20,2057
0,2274,24131,9,9,2060
0,2275,24093,23,23,2057
0,2275,24099,23,23,2057
0,2276,24124,0,0,2060
0,2277,24137,16,16,2061
0,2278,24146,2,2,2063
0,2279,24154,20,20,2063
0,2280,24141,0,0,2062
0,2281,24158,9,9,2064
0,2282,24148,14,14,2063
0,2283,24151,16,16,2063
0,2284,24165,5,5,2064
0,2285,25798,7,7,2213
0,2286,24212,9,9,2068
0,2287,25795,3,3,2213
0,2288,24182,4,4,2066
0,2289,24184,5,5,2066
0,2290,24634,16,16,2104
0,2291,24182,4,4,2066
0,2292,24210,0,0,2068
0,2293,24209,2,2,2068
0,2294,24241,18,18,2070
0,2295,24226,9,9,2070
0,2296,24258,0,0,2072
0,2297,24299,0,0,2075
0,2298,24303,5,5,2075
0,2299,24318,4,4,2077
0,2300,24299,0,0,2075
0,2301,24314,9,9,2076
0,2302,24320,15,15,2077
0,2303,24323,5,5,2077
0,2304,24326,14,14,2077
0,2305,24332,0,0,2078
0,2306,24355,9,9,2080
0,2307,24385,0,0,2082
0,2308,24416,4,4,2084
0,2308,24419,4,4,2084
0,2309,24395,5,5,2083
0,2310,24407,21,21,2084
0,2310,24418,21,21,2084
0,2311,24434,18,18,2086
0,2312,24441,9,9,2087
0,2313,24447,1,1,2088
0,2314,24439,0,0,2087
0,2315,24446,23,23,2088
0,2315,24452,23,23,2088
0,2316,24458,5,5,2089
0,2317,24475,15,15,2090
0,2318,24494,0,0,2092
0,2319,24504,23,23,2093
0,2320,24552,9,9,2097
0,2321,24506,0,0,2094
0,2322,24528,0,0,2096
0,2322,24536,0,0,2096
0,2323,24562,18,18,2098
0,2324,24538,15,15,2096
0,2324,24542,15,15,2096
0,2325,24531,14,14,2096
0,2326,24529,5,5,2096
0,2326,24533,5,5,2096
0,2327,24564,15,15,2099
0,2328,24564,15,15,2099
0,2329,24602,0,0,2102
0,2330,24632,18,18,2104
0,2331,24624,21,21,2103
0,2332,24624,21,21,2103
0,2333,24698,0,0,2110
0,2334,24701,18,18,2111
0,2335,24723,22,22,2112
0,2336,24703,14,14,2111
0,2337,24722,20,20,2112
0,2338,24708,0,0,2112
0,2338,24717,0,0,2112
0,2339,24754,21,21,2115
0,2340,24748,0,0,2115
0,2340,24753,0,0,2115
0,2341,24749,18,18,2115
0,2342,24751,22,22,2115
0,2343,24813,0,0,2119
0,2344,24787,18,18,2118
0,2345,24788,22,22,2118
0,2346,24826,0,0,2121
0,2346,24832,0,0,2121
0,2347,24845,20,20,2122
0,2348,24874,22,22,2126
0,2349,24842,15,15,2122
0,2350,24865,14,14,2125
0,2351,24851,0,0,2123
0,2352,24851,0,0,2123
0,2353,24885,18,18,2126
0,2354,24861,15,15,2125
0,2355,24866,0,0,2125
0,2356,24867,11,11,2125
0,2357,24926,2,2,2130
0,2357,24937,2,2,2130
0,2358,24924,1,1,2130
0,2358,24935,1,1,2130
0,2359,24954,18,18,2132
0,2360,24949,20,20,2132
0,2361,24972,22,22,2134
0,2362,24970,20,20,2134
0,2363,24974,0,0,2134
0,2364,24981,18,18,2134
0,2365,24996,22,22,2136
0,2366,24997,0,0,2136
0,2367,24995,18,18,2136
0,2368,25039,0,0,2139
0,2369,25034,16,16,2139
0,2370,25039,0,0,2139
0,2371,25054,15,15,2141
0,2372,25056,0,0,2141
0,2373,25078,18,18,2143
0,2374,25107,12,12,2145
0,2375,25094,14,14,2145
0,2376,25095,11,11,2145
0,2377,25131,20,20,2148
0,2378,25140,16,16,2148
0,2379,25126,0,0,2147
0,2380,25165,0,0,2150
0,2381,25178,0,0,2152
0,2382,25185,12,12,2153
0,2383,25239,14,14,2158
0,2384,25248,10,10,2159
0,2385,25205,15,15,2155
0,2386,25235,0,0,2158
0,2387,25212,18,18,2156
0,2388,25315,0,0,2165
0,2388,25318,0,0,2165
0,2389,25344,0,0,2167
0,2390,25344,0,0,2167
0,2391,25358,0,0,2169
0,2391,25361,0,0,2169
0,2392,25379,14,14,2170
0,2393,25378,15,15,2170
0,2394,25373,5,5,2170
0,2394,25377,5,5,2170
0,2395,25365,4,4,2170
0,2395,25376,4,4,2170
0,2396,25373,5,5,2170
0,2396,25377,5,5,2170
0,2397,25386,4,4,2172
0,2398,25407,0,0,2173
0,2399,25394,5,5,2172
0,2399,25396,5,5,2172
0,2400,25407,0,0,2173
0,2401,25386,4,4,2172
0,2402,25394,5,5,2172
0,2402,25396,5,5,2172
0,2403,25420,15,15,2174
0,2404,25451,0,0,2176
0,2405,25450,20,20,2176
0,2406,25451,0,0,2176
0,2407,25453,9,9,2177
0,2408,25474,2,2,2179
0,2409,25464,0,0,2178
0,2410,25476,9,9,2179
0,2411,25473,20,20,2179
0,2412,25484,14,14,2180
0,2413,25491,12,12,2181
0,2414,25544,11,11,2187
0,2415,25494,22,22,2181
0,2416,25515,9,9,2183
0,2417,25508,0,0,2183
0,2418,25564,0,0,2189
0,2419,25574,16,16,2190
0,2420,25578,12,12,2190
0,2421,25578,12,12,2190
0,2422,25627,0,0,2196
0,2423,25593,22,22,2192
0,2423,25600,22,22,2192
0,2424,25635,22,22,2197
0,2425,25655,14,14,2199
0,2425,25662,14,14,2199
0,2426,25641,15,15,2197
0,2427,25635,22,22,2197
0,2428,25653,0,0,2199
0,2429,25668,15,15,2200
0,2430,25697,9,9,2203
0,2431,25671,11,11,2201
0,2432,25682,0,0,2202
0,2433,25673,12,12,2201
0,2433,25674,12,12,2201
0,2434,25686,18,18,2202
0,2435,25681,16,16,2202
0,2436,25672,22,22,2201
0,2437,25683,15,15,2202
0,2438,25706,0,0,2204
0,2439,25724,4,4,2206
0,2440,25742,4,4,2208
0,2441,25799,9,9,2213
0,2442,25788,0,0,2212
0,2443,25782,20,20,2212
0,2444,25784,15,15,2212
0,2445,25826,0,0,2215
0,2446,25829,3,3,2216
0,2447,25845,14,14,2218
0,2447,25850,14,14,2218
0,2448,25845,14,14,2218
0,2448,25850,14,14,2218
0,2449,25864,15,15,2219
0,2450,25849,20,20,2218
0,2451,28260,3,3,2435
0,2452,25855,7,7,2218
0,2453,25860,4,4,2219
0,2453,25870,4,4,2219
0,2454,25889,4,4,2221
0,2455,25887,5,5,2221
0,2455,25890,5,5,2221
0,2456,25889,4,4,2221
0,2457,25907,0,0,2223
0,2458,25895,22,22,2222
0,2459,25895,22,22,2222
0,2460,25905,5,5,2223
0,2461,25908,4,4,2223
0,2462,25905,5,5,2223
0,2463,25902,9,9,2223
0,2464,25933,0,0,2225
0,2465,25937,9,9,2226
0,2466,25954,12,12,2227
0,2467,25969,0,0,2228
0,2468,25969,0,0,2228
0,2469,25996,14,14,2231
0,2470,25997,12,12,2231
0,2471,25995,15,15,2231
0,2472,25996,14,14,2231
0,2473,26033,22,22,2234
0,2474,26033,22,22,2234
0,2475,26060,9,9,2237
0,2475,26070,9,9,2237
0,2476,26089,0,0,2239
0,2476,26092,0,0,2239
0,2477,26064,20,20,2237
0,2478,26071,12,12,2237
0,2479,26057,11,11,2237
0,2480,26083,9,9,2239
0,2481,26083,9,9,2239
0,2482,26114,22,22,2241
0,2483,26120,0,0,2242
0,2484,26134,2,2,2243
0,2485,26163,20,20,2245
0,2486,26134,2,2,2243
0,2487,26127,1,1,2243
0,2488,26178,0,0,2247
0,2489,26229,0,0,2250
0,2490,26233,16,16,2251
0,2491,26236,9,9,2252
0,2491,26239,9,9,2252
0,2492,26268,20,20,2255
0,2492,26273,20,20,2255
0,2493,26246,14,14,2253
0,2494,26238,12,12,2252
0,2495,26237,15,15,2252
0,2496,26236,9,9,2252
0,2496,26239,9,9,2252
0,2497,26267,11,11,2255
0,2498,26246,14,14,2253
