,nullid,toid,nullpos,topos,period
0,898,9231,9,9,784
0,899,9236,0,0,784
0,900,9256,9,9,786
0,901,9260,0,0,786
0,902,9272,22,22,787
0,903,9267,24,24,787
0,904,9279,0,0,788
0,905,9286,20,20,788
0,906,9291,9,9,789
0,907,9321,9,9,791
0,908,9365,20,20,794
0,909,9364,24,24,794
0,910,9349,22,22,793
0,911,9371,11,11,795
0,912,9368,9,9,795
0,913,9369,12,12,795
0,914,9369,12,12,795
0,915,9392,9,9,797
0,916,9429,0,0,799
0,917,9444,9,9,801
0,918,9474,16,16,803
0,919,9470,9,9,803
0,920,9472,5,5,803
0,921,9483,4,4,804
0,921,9485,4,4,804
0,922,9483,4,4,804
0,922,9485,4,4,804
0,923,9472,5,5,803
0,924,9498,2,2,805
0,925,9493,1,1,805
0,925,9496,1,1,805
0,926,9493,1,1,805
0,926,9496,1,1,805
0,927,9515,9,9,807
0,928,9495,15,15,805
0,929,9509,20,20,806
0,930,9510,16,16,806
0,931,9529,16,16,808
0,932,9567,9,9,811
0,933,9596,0,0,812
0,934,10200,9,9,867
0,935,9625,16,16,816
0,936,9607,12,12,814
0,937,9613,2,2,815
0,938,9624,0,0,816
0,939,9619,1,1,815
0,939,9622,1,1,815
0,940,9688,0,0,822
0,941,9701,3,3,823
0,942,9684,13,13,821
0,943,9703,23,23,823
0,944,9698,15,15,823
0,945,9694,13,13,823
0,946,9703,23,23,823
0,947,9716,21,21,824
0,947,9717,21,21,824
0,948,9756,0,0,829
0,949,9756,0,0,829
0,950,9731,5,5,826
0,951,9752,4,4,828
0,951,9754,4,4,828
0,952,9737,10,10,827
0,953,9734,13,13,827
0,954,9762,2,2,829
0,955,9762,2,2,829
0,956,9791,0,0,831
0,957,9820,10,10,834
0,958,9807,15,15,833
0,959,9836,0,0,835
0,960,9859,13,13,837
0,961,9869,0,0,837
0,962,9860,3,3,837
0,963,9909,0,0,841
0,963,9914,0,0,841
0,964,9902,13,13,841
0,965,9907,14,14,841
0,966,9924,0,0,843
0,967,9924,0,0,843
0,968,9929,21,21,844
0,968,9936,21,21,844
0,969,9946,3,3,845
0,970,9961,21,21,847
0,970,9967,21,21,847
0,971,10000,0,0,849
0,972,9961,21,21,847
0,972,9967,21,21,847
0,973,9989,13,13,849
0,974,9986,3,3,849
0,975,9979,4,4,848
0,975,9980,4,4,848
0,976,9970,5,5,848
0,977,10030,0,0,852
0,978,10076,0,0,856
0,979,10055,21,21,855
0,980,10055,21,21,855
0,981,10070,13,13,856
0,982,10054,23,23,855
0,982,10063,23,23,855
0,983,10062,2,2,855
0,984,10081,21,21,857
0,985,10151,0,0,862
0,986,10133,13,13,861
0,987,10166,1,1,864
0,988,10162,0,0,864
0,989,10182,13,13,865
0,990,10202,23,23,867
0,990,10206,23,23,867
0,991,10202,23,23,867
0,991,10206,23,23,867
0,992,10225,2,2,869
0,992,10240,2,2,869
0,993,10238,21,21,869
0,994,10238,21,21,869
0,995,10225,2,2,869
0,995,10240,2,2,869
0,996,10270,0,0,872
0,997,10304,0,0,876
0,997,10309,0,0,876
0,998,10303,20,20,876
0,999,10318,0,0,878
0,1000,10318,0,0,878
0,1001,10356,0,0,881
0,1002,10381,1,1,882
0,1003,10422,0,0,886
0,1004,10422,0,0,886
0,1005,10471,2,2,889
0,1006,10448,1,1,888
0,1007,10448,1,1,888
0,1008,10463,0,0,889
0,1009,10463,0,0,889
0,1010,10488,0,0,891
0,1011,10521,0,0,894
0,1012,10549,20,20,896
0,1013,10509,12,12,893
0,1014,10547,4,4,896
0,1015,10544,0,0,896
0,1015,10550,0,0,896
0,1016,10539,5,5,896
0,1017,10547,4,4,896
0,1018,10590,12,12,900
0,1019,10607,18,18,901
0,1019,10612,18,18,901
0,1020,10593,0,0,900
0,1021,10603,14,14,901
0,1022,10603,14,14,901
0,1023,10657,0,0,906
0,1023,10668,0,0,906
0,1024,10657,0,0,906
0,1024,10668,0,0,906
0,1025,10675,12,12,907
0,1025,10679,12,12,907
0,1026,10675,12,12,907
0,1026,10679,12,12,907
0,1027,10718,0,0,910
0,1027,10719,0,0,910
0,1028,10751,14,14,913
0,1029,10758,20,20,913
0,1030,10751,14,14,913
0,1031,10764,2,2,914
0,1032,10779,8,8,916
0,1033,10792,16,16,916
0,1034,10806,20,20,918
0,1035,10813,0,0,919
0,1036,10813,0,0,919
0,1037,10863,0,0,924
0,1038,10836,1,1,921
0,1039,10878,5,5,925
0,1040,11934,10,10,1012
0,1041,10903,0,0,928
0,1042,10905,12,12,928
0,1042,10914,12,12,928
0,1043,10941,0,0,930
0,1044,10956,20,20,931
0,1045,10979,22,22,933
0,1046,10976,12,12,933
0,1046,10981,12,12,933
0,1047,10976,12,12,933
0,1047,10981,12,12,933
0,1048,11031,9,9,936
0,1049,11032,0,0,937
0,1050,11043,12,12,938
0,1050,11047,12,12,938
0,1051,11043,12,12,938
0,1051,11047,12,12,938
0,1052,11042,14,14,938
0,1052,11044,14,14,938
0,1053,11048,16,16,938
0,1054,11040,20,20,938
0,1054,11046,20,20,938
0,1055,11048,16,16,938
0,1056,11056,9,9,939
0,1057,11066,2,2,940
0,1058,11096,0,0,942
0,1059,11100,16,16,942
0,1060,11140,0,0,946
0,1061,11135,9,9,945
0,1062,11128,22,22,945
0,1063,11144,20,20,946
0,1064,11144,20,20,946
0,1065,11161,22,22,947
0,1065,11168,22,22,947
0,1066,11199,2,2,950
0,1067,11198,1,1,950
0,1068,11197,12,12,950
0,1069,11192,0,0,950
0,1070,11252,0,0,955
0,1070,11254,0,0,955
0,1071,11240,22,22,953
0,1072,11247,9,9,954
0,1073,11267,4,4,956
0,1074,11350,3,3,963
0,1075,11268,2,2,956
0,1075,11269,2,2,956
0,1076,11255,1,1,955
0,1077,11273,12,12,956
0,1078,11272,5,5,956
0,1079,11273,12,12,956
0,1080,11298,0,0,958
0,1081,11298,0,0,958
0,1082,11299,22,22,958
0,1083,11299,22,22,958
0,1084,11303,12,12,959
0,1084,11312,12,12,959
0,1085,11313,0,0,960
0,1086,11357,0,0,963
0,1087,11371,22,22,964
0,1088,11404,22,22,967
0,1088,11405,22,22,967
0,1089,11414,0,0,968
0,1090,11941,15,15,1013
0,1091,11474,16,16,973
0,1092,11483,20,20,973
0,1093,11473,12,12,973
0,1094,11482,14,14,973
0,1095,11474,16,16,973
0,1096,11482,14,14,973
0,1097,11483,20,20,973
0,1098,11497,1,1,975
0,1099,11496,2,2,975
0,1100,11513,0,0,976
0,1101,11533,0,0,978
0,1102,11541,2,2,979
0,1103,11542,1,1,979
0,1104,11559,0,0,980
0,1105,11587,0,0,983
0,1106,11588,2,2,983
0,1107,11578,1,1,983
0,1108,11586,5,5,983
0,1109,11628,0,0,986
0,1110,11643,5,5,987
0,1111,11678,0,0,990
0,1112,11707,0,0,993
0,1113,11731,0,0,995
0,1114,11765,0,0,998
0,1114,11768,0,0,998
0,1115,11805,0,0,1001
0,1115,11807,0,0,1001
0,1116,11860,4,4,1005
0,1117,11816,5,5,1002
0,1118,11836,5,5,1004
0,1118,11849,5,5,1004
0,1119,11841,0,0,1004
0,1119,11842,0,0,1004
0,1120,11863,1,1,1006
0,1121,11868,2,2,1007
0,1122,11861,0,0,1006
0,1123,11861,0,0,1006
0,1124,11863,1,1,1006
0,1125,11868,2,2,1007
0,1126,11873,12,12,1007
0,1127,11878,9,9,1007
0,1128,11866,18,18,1007
0,1129,11866,18,18,1007
0,1130,11869,14,14,1007
0,1131,11932,0,0,1012
0,1132,11946,23,23,1013
0,1133,11938,16,16,1013
0,1134,11954,20,20,1015
0,1135,11958,14,14,1015
0,1136,11967,0,0,1016
0,1137,12009,20,20,1019
0,1138,12012,24,24,1019
0,1139,12016,22,22,1020
0,1140,13843,3,3,1178
0,1141,12040,0,0,1022
0,1142,12036,11,11,1022
0,1143,12060,22,22,1024
0,1144,12157,0,0,1031
0,1145,12157,0,0,1031
0,1146,12174,0,0,1033
0,1147,12270,4,4,1040
0,1147,12278,4,4,1040
0,1148,12326,0,0,1044
0,1149,12367,12,12,1048
0,1150,12374,11,11,1048
0,1151,12376,0,0,1049
0,1152,12376,0,0,1049
0,1153,12422,0,0,1052
0,1154,12458,0,0,1056
0,1154,12467,0,0,1056
0,1155,12482,1,1,1058
0,1155,12490,1,1,1058
0,1156,12487,2,2,1058
0,1156,12493,2,2,1058
0,1157,12482,1,1,1058
0,1157,12490,1,1,1058
0,1158,12590,0,0,1067
0,1159,12590,0,0,1067
0,1160,12600,5,5,1068
0,1161,12602,15,15,1068
0,1162,12595,2,2,1068
0,1162,12607,2,2,1068
0,1163,12597,1,1,1068
0,1163,12609,1,1,1068
0,1164,12606,10,10,1068
0,1165,12641,12,12,1071
0,1166,13173,15,15,1121
0,1167,13827,8,8,1177
0,1168,13820,10,10,1176
0,1169,12660,0,0,1073
0,1170,12669,16,16,1073
0,1171,12669,16,16,1073
0,1172,12668,18,18,1073
0,1173,12689,0,0,1075
0,1174,12696,16,16,1076
0,1174,12703,16,16,1076
0,1175,12696,16,16,1076
0,1175,12703,16,16,1076
0,1176,12705,20,20,1076
0,1176,12708,20,20,1076
0,1177,12705,20,20,1076
0,1177,12708,20,20,1076
0,1178,12719,0,0,1077
0,1179,12747,0,0,1080
0,1179,12755,0,0,1080
0,1180,12743,14,14,1080
0,1181,12771,0,0,1082
0,1182,12812,22,22,1086
0,1183,12766,12,12,1082
0,1184,12774,16,16,1082
0,1185,12771,0,0,1082
0,1186,12791,0,0,1084
0,1187,12805,16,16,1085
0,1188,12794,12,12,1085
0,1189,12822,12,12,1087
0,1190,12826,0,0,1087
0,1191,12823,16,16,1087
0,1192,12842,14,14,1089
0,1192,12847,14,14,1089
0,1193,12856,18,18,1090
0,1194,12848,22,22,1089
0,1195,12849,12,12,1090
0,1196,12850,16,16,1090
0,1197,12849,12,12,1090
0,1198,12859,2,2,1091
0,1199,12860,1,1,1091
0,1200,12859,2,2,1091
0,1201,12873,4,4,1092
0,1202,12879,0,0,1093
0,1202,12882,0,0,1093
0,1203,12900,5,5,1094
0,1204,12892,4,4,1094
0,1204,12895,4,4,1094
0,1205,12908,22,22,1095
0,1206,12907,18,18,1095
0,1207,12966,0,0,1100
0,1208,12978,20,20,1101
0,1209,12974,18,18,1101
0,1210,13008,22,22,1104
0,1211,12982,23,23,1102
0,1212,13016,18,18,1105
0,1213,13014,0,0,1105
0,1213,13019,0,0,1105
0,1214,13033,12,12,1106
0,1215,13023,1,1,1106
0,1215,13030,1,1,1106
0,1216,13023,1,1,1106
0,1216,13030,1,1,1106
0,1217,13055,0,0,1109
0,1218,13060,22,22,1109
0,1219,13071,18,18,1110
0,1220,13064,12,12,1110
0,1221,13069,14,14,1110
0,1221,13075,14,14,1110
0,1222,13090,0,0,1112
0,1223,13099,1,1,1114
0,1224,13125,0,0,1117
0,1225,13146,0,0,1119
0,1225,13153,0,0,1119
0,1226,13176,0,0,1121
0,1227,13176,0,0,1121
0,1228,13194,16,16,1123
0,1229,13180,22,22,1122
0,1230,13556,21,21,1154
0,1231,13194,16,16,1123
0,1232,13610,18,18,1159
0,1233,13230,0,0,1126
0,1233,13233,0,0,1126
0,1234,13229,2,2,1126
0,1235,13235,1,1,1126
0,1236,13229,2,2,1126
0,1237,13301,16,16,1131
0,1238,13256,5,5,1128
0,1239,13258,4,4,1128
0,1240,13254,0,0,1128
0,1241,13254,0,0,1128
0,1242,13249,12,12,1128
0,1243,13335,22,22,1134
0,1244,13328,0,0,1134
0,1245,13328,0,0,1134
0,1246,13335,22,22,1134
0,1247,13369,0,0,1137
0,1248,13357,22,22,1136
0,1249,13373,22,22,1138
0,1250,13419,16,16,1141
0,1251,13426,14,14,1142
0,1251,13432,14,14,1142
0,1252,13444,15,15,1143
0,1253,13426,14,14,1142
0,1253,13432,14,14,1142
0,1254,13441,0,0,1143
0,1254,13446,0,0,1143
0,1255,13456,16,16,1144
0,1256,13472,4,4,1146
0,1257,13462,22,22,1145
0,1257,13464,22,22,1145
0,1258,13472,4,4,1146
0,1259,13457,5,5,1145
0,1259,13460,5,5,1145
0,1260,13462,22,22,1145
0,1260,13464,22,22,1145
0,1261,13465,9,9,1146
0,1262,13502,2,2,1150
0,1263,13469,1,1,1146
0,1264,13468,16,16,1146
0,1265,13484,22,22,1147
0,1265,13486,22,22,1147
0,1266,13476,0,0,1147
0,1267,13484,22,22,1147
0,1267,13486,22,22,1147
0,1268,13495,16,16,1149
0,1269,13503,0,0,1150
0,1270,13497,12,12,1149
0,1271,13501,22,22,1149
0,1272,13501,22,22,1149
0,1273,13518,20,20,1151
0,1274,13535,0,0,1152
0,1275,13551,20,20,1154
0,1276,13560,22,22,1154
0,1277,13548,12,12,1154
0,1278,13564,9,9,1155
0,1279,13595,0,0,1158
0,1280,13587,20,20,1157
0,1281,13593,9,9,1158
0,1282,13580,14,14,1157
0,1282,13586,14,14,1157
0,1283,13607,15,15,1159
0,1284,13592,22,22,1158
0,1285,13609,14,14,1159
0,1286,13602,4,4,1159
0,1287,13609,14,14,1159
0,1288,13631,20,20,1161
0,1289,13598,5,5,1159
0,1289,13603,5,5,1159
0,1290,13628,9,9,1161
0,1291,13638,18,18,1162
0,1292,13649,0,0,1163
0,1293,13652,2,2,1163
0,1294,13653,1,1,1163
0,1295,13682,12,12,1166
0,1295,13685,12,12,1166
0,1296,13692,1,1,1166
0,1297,13688,20,20,1166
0,1298,13687,2,2,1166
0,1299,13687,2,2,1166
0,1300,13715,0,0,1168
0,1301,13692,1,1,1166
0,1302,13762,4,4,1172
0,1303,13769,5,5,1172
0,1304,13763,15,15,1172
0,1305,13794,16,16,1174
0,1306,13786,0,0,1174
0,1307,13786,0,0,1174
0,1308,13831,20,20,1177
0,1309,13833,12,12,1177
0,1310,14442,11,11,1229
0,1311,13833,12,12,1177
0,1312,14393,9,9,1225
0,1313,13850,16,16,1178
0,1314,13850,16,16,1178
0,1315,13865,0,0,1180
0,1316,13888,3,3,1182
0,1317,13879,16,16,1181
0,1318,13869,22,22,1181
0,1318,13875,22,22,1181
0,1319,13879,16,16,1181
0,1320,13892,18,18,1182
0,1321,13880,0,0,1182
0,1322,13940,0,0,1186
0,1323,13911,3,3,1184
0,1324,14001,3,3,1191
0,1325,13972,20,20,1189
0,1325,13976,20,20,1189
0,1326,13962,0,0,1188
0,1327,13972,20,20,1189
0,1327,13976,20,20,1189
0,1328,14000,0,0,1191
0,1328,14004,0,0,1191
0,1329,14046,0,0,1194
0,1330,14037,3,3,1193
0,1331,14046,0,0,1194
0,1332,14060,3,3,1196
0,1333,14061,2,2,1196
0,1334,14063,16,16,1196
0,1335,14078,3,3,1198
0,1336,14101,0,0,1200
0,1337,14111,3,3,1200
0,1338,14137,0,0,1203
0,1339,14132,16,16,1202
0,1340,14126,18,18,1202
0,1341,14140,12,12,1203
0,1342,14160,14,14,1205
0,1343,14132,16,16,1202
0,1344,14134,22,22,1202
0,1345,14129,8,8,1202
0,1346,14134,22,22,1202
0,1347,14183,3,3,1207
0,1348,14161,22,22,1205
0,1349,14165,20,20,1206
0,1349,14169,20,20,1206
0,1350,14163,18,18,1205
0,1351,14165,20,20,1206
0,1351,14169,20,20,1206
0,1352,14164,0,0,1206
0,1353,14176,4,4,1207
0,1353,14185,4,4,1207
0,1354,14171,8,8,1206
0,1355,14176,4,4,1207
0,1355,14185,4,4,1207
0,1356,14202,16,16,1209
0,1356,14213,16,16,1209
0,1357,14208,20,20,1209
0,1358,14200,3,3,1209
0,1359,14241,3,3,1212
0,1360,14259,0,0,1213
0,1361,14278,3,3,1215
0,1362,14276,0,0,1215
0,1363,14314,0,0,1218
0,1364,14342,3,3,1220
0,1365,14334,0,0,1220
0,1366,14356,16,16,1221
0,1367,14346,20,20,1221
0,1368,14368,20,20,1223
0,1369,16671,7,7,1415
0,1370,14389,0,0,1225
0,1371,16674,3,3,1415
0,1372,14420,0,0,1228
0,1373,14412,9,9,1227
0,1374,14408,16,16,1227
0,1375,14472,0,0,1232
0,1376,14479,11,11,1232
0,1377,14526,9,9,1236
0,1378,14481,12,12,1232
0,1379,14546,4,4,1238
0,1379,14553,4,4,1238
0,1380,14532,0,0,1237
0,1381,14546,4,4,1238
0,1381,14553,4,4,1238
0,1382,14539,22,22,1237
0,1383,14534,5,5,1237
0,1384,14532,0,0,1237
0,1385,14539,22,22,1237
0,1386,14611,0,0,1244
0,1387,14613,4,4,1244
0,1388,14629,9,9,1245
0,1389,14632,22,22,1245
0,1390,14650,20,20,1247
0,1391,14646,18,18,1246
0,1392,14657,0,0,1248
0,1393,14658,5,5,1248
0,1393,14662,5,5,1248
0,1394,14656,4,4,1248
0,1395,14656,4,4,1248
0,1396,14658,5,5,1248
0,1396,14662,5,5,1248
0,1397,14728,9,9,1253
0,1398,14726,0,0,1253
0,1398,14732,0,0,1253
0,1399,14736,14,14,1254
0,1400,14738,15,15,1254
0,1401,14752,9,9,1255
0,1402,14784,0,0,1258
0,1403,14828,0,0,1261
0,1404,14867,22,22,1264
0,1405,14898,9,9,1267
0,1406,14892,16,16,1267
0,1407,14868,12,12,1265
0,1407,14870,12,12,1265
0,1407,14875,12,12,1265
0,1408,14924,0,0,1270
0,1409,14883,11,11,1266
0,1410,14868,12,12,1265
0,1410,14870,12,12,1265
0,1410,14875,12,12,1265
0,1411,14938,18,18,1271
0,1412,14942,9,9,1271
0,1413,14943,22,22,1271
0,1414,14944,0,0,1272
0,1415,14963,15,15,1274
0,1416,14954,12,12,1273
0,1417,14959,11,11,1273
0,1418,14992,18,18,1276
0,1419,14953,9,9,1273
0,1420,14956,22,22,1273
0,1421,15024,9,9,1280
0,1422,15022,16,16,1280
0,1423,14988,15,15,1276
0,1424,14986,22,22,1276
0,1425,14987,12,12,1276
0,1426,14983,14,14,1276
0,1426,14989,14,14,1276
0,1427,14997,0,0,1277
0,1428,14986,22,22,1276
0,1429,15007,11,11,1278
0,1430,15486,12,12,1317
0,1431,15031,15,15,1281
0,1432,15076,0,0,1284
0,1433,15089,0,0,1286
0,1434,15095,10,10,1286
0,1435,15111,22,22,1288
0,1436,15113,18,18,1288
0,1437,15113,18,18,1288
0,1438,15150,0,0,1291
0,1439,15203,0,0,1296
0,1439,15207,0,0,1296
0,1440,15209,22,22,1296
0,1441,15212,9,9,1297
0,1442,15211,15,15,1297
0,1443,15218,11,11,1297
0,1444,15245,8,8,1299
0,1445,15267,16,16,1300
0,1446,15235,20,20,1298
0,1447,15310,0,0,1304
0,1447,15312,0,0,1304
0,1448,15363,0,0,1307
0,1448,15364,0,0,1307
0,1449,15353,15,15,1307
0,1450,15369,10,10,1307
0,1451,15387,9,9,1309
0,1452,15407,0,0,1311
0,1452,15411,0,0,1311
0,1453,15407,0,0,1311
0,1453,15411,0,0,1311
0,1454,15421,16,16,1312
0,1455,15419,9,9,1312
0,1456,15458,2,2,1315
0,1456,15462,2,2,1315
0,1457,15453,1,1,1315
0,1457,15460,1,1,1315
0,1458,15458,2,2,1315
0,1458,15462,2,2,1315
0,1459,15463,9,9,1315
0,1460,15453,1,1,1315
0,1460,15460,1,1,1315
0,1461,15483,0,0,1317
0,1462,15477,8,8,1317
0,1463,15520,12,12,1321
0,1464,15537,9,9,1322
0,1465,15542,0,0,1323
0,1466,15521,14,14,1321
0,1467,15528,1,1,1322
0,1467,15539,1,1,1322
0,1468,15824,9,9,1345
0,1469,15591,13,13,1325
0,1470,15612,0,0,1327
0,1471,15687,0,0,1333
0,1471,15692,0,0,1333
0,1472,15657,13,13,1330
0,1473,15642,12,12,1329
0,1474,15694,5,5,1333
0,1475,15691,4,4,1333
0,1476,15694,5,5,1333
0,1477,15691,4,4,1333
0,1478,15704,13,13,1334
0,1479,15727,16,16,1336
0,1479,15731,16,16,1336
0,1480,15725,0,0,1336
0,1481,15766,13,13,1339
0,1482,15771,22,22,1340
0,1483,15762,0,0,1339
0,1484,15787,15,15,1341
0,1485,15788,13,13,1341
0,1486,15796,0,0,1342
0,1486,15798,0,0,1342
0,1487,15809,13,13,1344
0,1488,15871,0,0,1350
0,1489,15823,21,21,1345
0,1490,15871,0,0,1350
0,1491,15811,5,5,1344
0,1491,15814,5,5,1344
0,1492,15813,4,4,1344
0,1493,15834,22,22,1346
0,1494,15840,14,14,1347
0,1495,15836,4,4,1347
0,1495,15844,4,4,1347
0,1496,15846,9,9,1348
0,1497,15898,22,22,1352
0,1498,15869,2,2,1350
0,1499,15870,1,1,1350
0,1499,15872,1,1,1350
0,1500,15873,21,21,1351
0,1501,15880,23,23,1351
0,1502,15874,16,16,1351
0,1503,15879,12,12,1351
0,1504,15877,20,20,1351
0,1504,15885,20,20,1351
0,1505,15905,9,9,1353
0,1506,15921,0,0,1355
0,1507,15942,9,9,1356
0,1508,15924,22,22,1355
0,1509,15950,14,14,1357
0,1510,15971,0,0,1359
0,1510,15975,0,0,1359
0,1511,15971,0,0,1359
0,1511,15975,0,0,1359
0,1512,16005,12,12,1361
0,1513,15999,4,4,1361
0,1514,15999,4,4,1361
0,1515,16000,22,22,1361
0,1516,15998,5,5,1361
0,1517,16005,12,12,1361
0,1518,15998,5,5,1361
0,1519,16009,14,14,1362
0,1520,16009,14,14,1362
0,1521,16034,22,22,1364
0,1522,16045,16,16,1365
0,1523,16045,16,16,1365
0,1524,16043,20,20,1365
0,1524,16050,20,20,1365
0,1525,16051,0,0,1366
0,1526,17825,9,9,1508
0,1527,16083,4,4,1369
0,1527,16089,4,4,1369
0,1528,16081,12,12,1369
0,1529,16076,5,5,1368
0,1530,16087,20,20,1369
0,1530,16090,20,20,1369
0,1531,16102,0,0,1370
0,1532,16131,0,0,1372
0,1533,16170,8,8,1376
0,1534,16182,14,14,1377
0,1535,16181,12,12,1377
0,1536,16172,16,16,1376
0,1536,16176,16,16,1376
0,1537,16184,0,0,1377
0,1538,16172,16,16,1376
0,1538,16176,16,16,1376
0,1539,16231,0,0,1380
0,1540,16240,16,16,1381
0,1540,16243,16,16,1381
0,1541,16253,24,24,1381
0,1542,16249,22,22,1381
0,1542,16257,22,22,1381
0,1543,16249,22,22,1381
0,1543,16257,22,22,1381
0,1544,16318,0,0,1387
0,1544,16328,0,0,1387
0,1545,16289,10,10,1384
0,1546,16286,8,8,1384
0,1547,16318,0,0,1387
0,1547,16328,0,0,1387
0,1548,16357,14,14,1390
0,1549,16347,16,16,1389
0,1550,16365,20,20,1391
0,1550,16375,20,20,1391
0,1551,16354,0,0,1390
0,1552,16353,10,10,1390
0,1553,16403,2,2,1394
0,1554,16405,1,1,1394
0,1555,16442,0,0,1397
0,1556,16476,0,0,1399
0,1557,16520,0,0,1402
0,1558,16552,14,14,1405
0,1559,16564,0,0,1406
0,1560,16564,0,0,1406
0,1561,16642,0,0,1412
0,1561,16647,0,0,1412
0,1562,16626,20,20,1411
0,1562,16633,20,20,1411
0,1563,16642,0,0,1412
0,1563,16647,0,0,1412
0,1564,16664,2,2,1414
0,1565,16661,20,20,1414
0,1566,16658,5,5,1414
0,1566,16660,5,5,1414
0,1566,16667,5,5,1414
0,1567,17249,10,10,1464
0,1568,16672,4,4,1415
0,1568,16681,4,4,1415
0,1569,16678,12,12,1415
0,1570,16658,5,5,1414
0,1570,16660,5,5,1414
0,1570,16667,5,5,1414
0,1571,16661,20,20,1414
0,1572,16668,14,14,1414
0,1573,16679,0,0,1415
0,1574,16679,0,0,1415
0,1575,16738,3,3,1419
0,1576,16760,15,15,1422
0,1577,16771,3,3,1422
0,1578,16774,0,0,1423
0,1579,16787,22,22,1424
0,1579,16790,22,22,1424
0,1580,16802,18,18,1425
0,1581,16787,22,22,1424
0,1581,16790,22,22,1424
0,1582,16805,0,0,1425
0,1583,16799,3,3,1425
0,1584,16829,3,3,1427
0,1585,16837,0,0,1428
0,1585,16841,0,0,1428
0,1586,16833,20,20,1428
0,1587,16901,3,3,1434
0,1588,16885,0,0,1432
0,1589,16885,0,0,1432
0,1590,16895,2,2,1434
0,1591,16879,1,1,1432
0,1592,16897,14,14,1434
0,1593,16891,20,20,1433
0,1594,16888,4,4,1433
0,1595,16886,7,7,1433
0,1596,16892,1,1,1434
0,1597,16893,12,12,1434
0,1597,16898,12,12,1434
0,1598,16896,16,16,1434
0,1599,16927,3,3,1436
0,1600,16924,0,0,1436
0,1601,16934,22,22,1437
0,1602,16934,22,22,1437
0,1603,16960,14,14,1439
0,1604,16940,15,15,1438
0,1605,16992,3,3,1442
0,1606,16978,0,0,1441
0,1607,16996,1,1,1442
0,1608,16998,2,2,1442
0,1609,17022,0,0,1444
0,1610,17015,3,3,1444
0,1611,17049,0,0,1446
0,1612,17081,0,0,1449
0,1612,17083,0,0,1449
0,1613,17092,3,3,1450
0,1614,17112,0,0,1452
0,1615,17112,0,0,1452
0,1616,17124,3,3,1453
0,1617,17127,22,22,1454
0,1618,17130,0,0,1454
0,1619,17126,18,18,1454
0,1620,17137,3,3,1455
0,1621,17158,0,0,1457
0,1622,17156,3,3,1457
0,1623,17216,15,15,1461
0,1624,17234,0,0,1463
0,1624,17238,0,0,1463
0,1625,17234,0,0,1463
0,1625,17238,0,0,1463
0,1626,17245,3,3,1464
0,1627,17830,11,11,1508
0,1628,17248,1,1,1464
0,1629,17257,12,12,1465
0,1630,17246,2,2,1464
0,1631,17283,16,16,1467
0,1632,17254,0,0,1465
0,1633,17240,22,22,1464
0,1633,17242,22,22,1464
0,1633,17250,22,22,1464
0,1634,17254,0,0,1465
0,1635,17240,22,22,1464
0,1635,17242,22,22,1464
0,1635,17250,22,22,1464
0,1636,17274,0,0,1467
0,1637,17272,3,3,1467
0,1638,17320,20,20,1470
0,1639,17337,19,19,1471
0,1640,17328,3,3,1471
0,1641,17347,0,0,1472
0,1641,17355,0,0,1472
0,1642,17394,0,0,1476
0,1643,17387,3,3,1475
0,1644,17394,0,0,1476
0,1645,17436,0,0,1479
0,1646,17469,3,3,1481
0,1647,17504,3,3,1483
0,1648,17551,0,0,1487
0,1648,17559,0,0,1487
0,1649,17521,17,17,1484
0,1650,17545,8,8,1486
0,1651,17612,0,0,1490
0,1652,17626,2,2,1492
0,1653,17622,20,20,1492
0,1654,17629,3,3,1492
0,1655,17626,2,2,1492
0,1656,17627,6,6,1492
0,1657,17667,17,17,1495
0,1658,17641,19,19,1493
0,1659,17691,3,3,1498
0,1660,17717,0,0,1500
0,1661,17678,22,22,1497
0,1662,17727,3,3,1501
0,1663,17764,3,3,1503
0,1664,17787,0,0,1505
0,1664,17791,0,0,1505
0,1665,17787,0,0,1505
0,1665,17791,0,0,1505
0,1666,17783,3,3,1505
0,1667,17839,3,3,1509
0,1668,17837,19,19,1509
0,1669,17836,17,17,1509
0,1670,17828,2,2,1508
0,1671,18463,20,20,1566
0,1672,17816,10,10,1508
0,1673,17842,0,0,1510
0,1674,17901,2,2,1514
0,1675,17894,1,1,1513
0,1676,17901,2,2,1514
0,1677,17920,5,5,1515
0,1678,17898,9,9,1514
0,1679,17900,22,22,1514
0,1680,17899,4,4,1514
0,1680,17903,4,4,1514
0,1681,17899,4,4,1514
0,1681,17903,4,4,1514
0,1682,17911,14,14,1515
0,1683,17911,14,14,1515
0,1684,17931,4,4,1517
0,1685,17945,5,5,1518
0,1686,17962,19,19,1519
0,1687,17978,19,19,1521
0,1688,17988,14,14,1522
0,1689,17991,0,0,1522
0,1690,18000,22,22,1523
0,1691,18037,12,12,1527
0,1692,18004,5,5,1523
0,1693,17997,4,4,1523
0,1693,18003,4,4,1523
0,1694,18021,3,3,1525
0,1695,18017,22,22,1525
0,1696,18015,13,13,1525
0,1697,18042,0,0,1527
0,1697,18045,0,0,1527
0,1698,18052,3,3,1528
0,1699,18070,0,0,1530
0,1700,18070,0,0,1530
0,1701,18104,2,2,1533
0,1702,18106,4,4,1533
0,1702,18114,4,4,1533
0,1703,18117,0,0,1534
0,1704,18177,17,17,1540
